schema_version,file_id,audio_path,original_manifest_path,original_row_index,duration_sec,sample_rate,source_dataset,split,known_origin_label,known_manipulation_labels,known_segment_labels_available,evidence_origin_human_score,evidence_origin_ai_score,evidence_origin_mixed_score,evidence_origin_unknown_score,evidence_replay_score,evidence_mixer_channel_score,evidence_partial_fabrication_score,evidence_splice_score,evidence_quality_score,calibrated_origin_label,calibrated_manipulation_labels,final_forensic_status,forensic_risk_level,manual_review_required,manual_review_reason,fusion_trace,forensic_summary,evidence_source_paths
phase8b_v1,phase7c1_collection_manifest_000074_ai_010_mixer_processed,data/phase7c1/raw/ai_mixer/ai_010_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,74,44.928,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,75,53.66,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000076_human_010_clean,data/phase7c1/raw/human_clean/human_010_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,76,36.907,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000077_human_010_fabricated,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,77,44.456,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000078_human_010_mixer_processed,data/phase7c1/raw/human_mixer/human_010_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,78,37.035,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_010_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,79,28.364,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000080_ai_011_direct,data/phase7c1/raw/ai_direct/ai_011_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,80,39.053,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000081_ai_011_fabricated,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,81,45.609,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000082_ai_011_mixer_processed,data/phase7c1/raw/ai_mixer/ai_011_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,82,40.021,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,83,50.529,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000084_human_011_clean,data/phase7c1/raw/human_clean/human_011_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,84,41.728,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000085_human_011_fabricated,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,85,49.537,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000086_human_011_mixer_processed,data/phase7c1/raw/human_mixer/human_011_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,86,37.184,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_011_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,87,34.401,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000088_ai_012_direct,data/phase7c1/raw/ai_direct/ai_012_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,88,43.703,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000089_ai_012_fabricated,data/phase7c1/raw/ai_fabricated/ai_012_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,89,51.715,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000090_ai_012_mixer_processed,data/phase7c1/raw/ai_mixer/ai_012_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,90,44.181,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000091_ai_012_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_012_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,91,54.985,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000092_human_012_clean,data/phase7c1/raw/human_clean/human_012_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,92,44.278,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000093_human_012_fabricated,data/phase7c1/raw/human_fabricated/human_012_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,93,50.875,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000094_human_012_mixer_processed,data/phase7c1/raw/human_mixer/human_012_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,94,44.032,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000095_human_012_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_012_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,95,31.429,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000096_ai_013_direct,data/phase7c1/raw/ai_direct/ai_013_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,96,54.152,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000097_ai_013_fabricated,data/phase7c1/raw/ai_fabricated/ai_013_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,97,62.113,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000098_ai_013_mixer_processed,data/phase7c1/raw/ai_mixer/ai_013_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,98,54.912,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_013_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,99,60.888,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000100_human_013_clean,data/phase7c1/raw/human_clean/human_013_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,100,39.474,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000101_human_013_fabricated,data/phase7c1/raw/human_fabricated/human_013_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,101,47.604,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000102_human_013_mixer_processed,data/phase7c1/raw/human_mixer/human_013_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,102,38.549,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_013_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,103,39.417,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000104_ai_014_direct,data/phase7c1/raw/ai_direct/ai_014_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,104,46.054,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000105_ai_014_fabricated,data/phase7c1/raw/ai_fabricated/ai_014_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,105,54.474,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000106_ai_014_mixer_processed,data/phase7c1/raw/ai_mixer/ai_014_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,106,47.424,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000107_ai_014_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_014_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,107,55.287,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000108_human_014_clean,data/phase7c1/raw/human_clean/human_014_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,108,40.256,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000109_human_014_fabricated,data/phase7c1/raw/human_fabricated/human_014_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,109,47.019,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000110_human_014_mixer_processed,data/phase7c1/raw/human_mixer/human_014_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,110,40.512,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000111_human_014_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_014_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,111,29.386,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000112_ai_015_direct,data/phase7c1/raw/ai_direct/ai_015_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,112,54.674,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000113_ai_015_fabricated,data/phase7c1/raw/ai_fabricated/ai_015_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,113,64.39,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000114_ai_015_mixer_processed,data/phase7c1/raw/ai_mixer/ai_015_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,114,55.381,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000115_ai_015_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_015_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,115,55.528,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000116_human_015_clean,data/phase7c1/raw/human_clean/human_015_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,116,40.704,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000117_human_015_fabricated,data/phase7c1/raw/human_fabricated/human_015_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,117,48.561,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000118_human_015_mixer_processed,data/phase7c1/raw/human_mixer/human_015_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,118,41.643,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000119_human_015_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_015_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,119,37.844,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000120_ai_016_direct,data/phase7c1/raw/ai_direct/ai_016_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,120,53.864,44100,phase7c1,train,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000121_ai_016_fabricated,data/phase7c1/raw/ai_fabricated/ai_016_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,121,64.432,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000122_ai_016_mixer_processed,data/phase7c1/raw/ai_mixer/ai_016_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,122,54.869,48000,phase7c1,train,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,123,51.733,48000,phase7c1,train,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000124_human_016_clean,data/phase7c1/raw/human_clean/human_016_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,124,50.731,48000,phase7c1,train,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000125_human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,125,60.01,44100,phase7c1,train,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000126_human_016_mixer_processed,data/phase7c1/raw/human_mixer/human_016_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,126,49.941,48000,phase7c1,train,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_016_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,127,27.9,48000,phase7c1,train,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000128_ai_017_direct,data/phase7c1/raw/ai_direct/ai_017_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,128,55.014,44100,phase7c1,val,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000129_ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,129,64.648,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000130_ai_017_mixer_processed,data/phase7c1/raw/ai_mixer/ai_017_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,130,55.552,48000,phase7c1,val,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_017_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,131,40.291,48000,phase7c1,val,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000132_human_017_clean,data/phase7c1/raw/human_clean/human_017_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,132,48.578,48000,phase7c1,val,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000133_human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,133,58.388,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000134_human_017_mixer_processed,data/phase7c1/raw/human_mixer/human_017_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,134,51.221,48000,phase7c1,val,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_017_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,135,37.717,48000,phase7c1,val,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000136_ai_018_direct,data/phase7c1/raw/ai_direct/ai_018_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,136,60.735,44100,phase7c1,val,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000137_ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,137,69.577,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000138_ai_018_mixer_processed,data/phase7c1/raw/ai_mixer/ai_018_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,138,61.141,48000,phase7c1,val,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_018_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,139,48.24,48000,phase7c1,val,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000140_human_018_clean,data/phase7c1/raw/human_clean/human_018_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,140,40.981,48000,phase7c1,val,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000141_human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,141,49.946,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000142_human_018_mixer_processed,data/phase7c1/raw/human_mixer/human_018_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,142,38.101,48000,phase7c1,val,human,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_018_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,143,33.844,48000,phase7c1,val,human,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000144_ai_019_direct,data/phase7c1/raw/ai_direct/ai_019_direct.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,144,55.353,44100,phase7c1,val,ai_synthetic,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000145_ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,145,66.436,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000146_ai_019_mixer_processed,data/phase7c1/raw/ai_mixer/ai_019_mixer_processed.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,146,56.363,48000,phase7c1,val,ai_synthetic,mixer_channel_processed,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_019_replay_laptop_mobile.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,147,51.191,48000,phase7c1,val,ai_synthetic,replay_rerecorded,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000148_human_019_clean,data/phase7c1/raw/human_clean/human_019_clean.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,148,44.578,48000,phase7c1,val,human,clean,false,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
phase8b_v1,phase7c1_collection_manifest_000149_human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv,149,53.747,44100,phase7c1,val,mixed,edited_spliced;partial_fabrication,true,,,,,,,,,,,,,,,,,,reports\phase7\phase7c1_collection\phase7c1_collection_manifest.csv
