file_id,audio_path,known_origin_label,known_manipulation_labels,duration_sec,sample_rate,embedding_model_name,pooling,extraction_status,warning_message
phase7c1_collection_manifest_000136_ai_018_direct,data/phase7c1/raw/ai_direct/ai_018_direct.wav,ai_synthetic,clean,60.735,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000137_ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,mixed,edited_spliced;partial_fabrication,69.577,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000138_ai_018_mixer_processed,data/phase7c1/raw/ai_mixer/ai_018_mixer_processed.wav,ai_synthetic,mixer_channel_processed,61.141,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_018_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,48.24,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000140_human_018_clean,data/phase7c1/raw/human_clean/human_018_clean.wav,human,clean,40.981,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000141_human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,mixed,edited_spliced;partial_fabrication,49.946,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000142_human_018_mixer_processed,data/phase7c1/raw/human_mixer/human_018_mixer_processed.wav,human,mixer_channel_processed,38.101,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_018_replay_laptop_mobile.wav,human,replay_rerecorded,33.844,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000144_ai_019_direct,data/phase7c1/raw/ai_direct/ai_019_direct.wav,ai_synthetic,clean,55.353,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000145_ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,mixed,edited_spliced;partial_fabrication,66.436,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000146_ai_019_mixer_processed,data/phase7c1/raw/ai_mixer/ai_019_mixer_processed.wav,ai_synthetic,mixer_channel_processed,56.363,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_019_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,51.191,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000148_human_019_clean,data/phase7c1/raw/human_clean/human_019_clean.wav,human,clean,44.578,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000149_human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.747,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000150_human_019_mixer_processed,data/phase7c1/raw/human_mixer/human_019_mixer_processed.wav,human,mixer_channel_processed,43.221,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_019_replay_laptop_mobile.wav,human,replay_rerecorded,29.386,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000152_ai_020_direct,data/phase7c1/raw/ai_direct/ai_020_direct.wav,ai_synthetic,clean,53.864,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000153_ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,mixed,edited_spliced;partial_fabrication,63.37,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000154_ai_020_mixer_processed,data/phase7c1/raw/ai_mixer/ai_020_mixer_processed.wav,ai_synthetic,mixer_channel_processed,55.061,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_020_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,55.768,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000156_human_020_clean,data/phase7c1/raw/human_clean/human_020_clean.wav,human,clean,46.818,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000157_human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.808,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000158_human_020_mixer_processed,data/phase7c1/raw/human_mixer/human_020_mixer_processed.wav,human,mixer_channel_processed,47.915,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_020_replay_laptop_mobile.wav,human,replay_rerecorded,39.324,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000160_ai_021_direct,data/phase7c1/raw/ai_direct/ai_021_direct.wav,ai_synthetic,clean,51.54,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000161_ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,mixed,edited_spliced;partial_fabrication,60.026,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000162_ai_021_mixer_processed,data/phase7c1/raw/ai_mixer/ai_021_mixer_processed.wav,ai_synthetic,mixer_channel_processed,53.355,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000163_ai_021_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_021_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,51.553,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000164_human_021_clean,data/phase7c1/raw/human_clean/human_021_clean.wav,human,clean,46.608,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000165_human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,mixed,edited_spliced;partial_fabrication,55.326,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000166_human_021_mixer_processed,data/phase7c1/raw/human_mixer/human_021_mixer_processed.wav,human,mixer_channel_processed,47.936,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000167_human_021_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_021_replay_laptop_mobile.wav,human,replay_rerecorded,32.915,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000168_ai_022_direct,data/phase7c1/raw/ai_direct/ai_022_direct.wav,ai_synthetic,clean,55.667,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000169_ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,mixed,edited_spliced;partial_fabrication,65.603,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000170_ai_022_mixer_processed,data/phase7c1/raw/ai_mixer/ai_022_mixer_processed.wav,ai_synthetic,mixer_channel_processed,56.832,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000171_ai_022_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_022_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,48.18,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000172_human_022_clean,data/phase7c1/raw/human_clean/human_022_clean.wav,human,clean,37.344,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000173_human_022_fabricated,data/phase7c1/raw/human_fabricated/human_022_fabricated.wav,mixed,edited_spliced;partial_fabrication,44.073,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000174_human_022_mixer_processed,data/phase7c1/raw/human_mixer/human_022_mixer_processed.wav,human,mixer_channel_processed,38.635,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000175_human_022_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_022_replay_laptop_mobile.wav,human,replay_rerecorded,44.075,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000176_ai_023_direct,data/phase7c1/raw/ai_direct/ai_023_direct.wav,ai_synthetic,clean,50.051,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000177_ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,mixed,edited_spliced;partial_fabrication,56.526,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000178_ai_023_mixer_processed,data/phase7c1/raw/ai_mixer/ai_023_mixer_processed.wav,ai_synthetic,mixer_channel_processed,39.893,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_023_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,36.617,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000180_human_023_clean,data/phase7c1/raw/human_clean/human_023_clean.wav,human,clean,44.523,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000181_human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,mixed,edited_spliced;partial_fabrication,52.908,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000182_human_023_mixer_processed,data/phase7c1/raw/human_mixer/human_023_mixer_processed.wav,human,mixer_channel_processed,45.717,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_023_replay_laptop_mobile.wav,human,replay_rerecorded,47.381,48000,microsoft/wavlm-base-plus,mean,ok,
