file_id,source_file_id,source_audio_path,augmented_audio_path,audit_condition,origin_target_processed_ai,codec_rate,snr_db,gain
phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_019_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,24.301329855964852,1.0684979700127715
phase7c1_collection_manifest_000148_human_019_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000148_human_019_clean,data/phase7c1/raw/human_clean/human_019_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000148_human_019_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,19.621016056083732,1.061445569520374
phase7c1_collection_manifest_000150_human_019_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000150_human_019_mixer_processed,data/phase7c1/raw/human_mixer/human_019_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000150_human_019_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,12000,21.266534006601443,0.9440273388880476
phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_019_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,19.43204294032352,1.1288020932126406
phase7c1_collection_manifest_000152_ai_020_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000152_ai_020_direct,data/phase7c1/raw/ai_direct/ai_020_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000152_ai_020_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,8000,24.307366938318857,1.122425552533822
phase7c1_collection_manifest_000154_ai_020_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000154_ai_020_mixer_processed,data/phase7c1/raw/ai_mixer/ai_020_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000154_ai_020_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,8000,21.929449470260714,1.0189622985579994
phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_020_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,22.58917441192871,0.8837299407487264
phase7c1_collection_manifest_000156_human_020_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000156_human_020_clean,data/phase7c1/raw/human_clean/human_020_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000156_human_020_clean__aug_codec_noise_gain_v1.wav,human_clean,0,12000,24.19288576400278,0.8839693011494024
phase7c1_collection_manifest_000158_human_020_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000158_human_020_mixer_processed,data/phase7c1/raw/human_mixer/human_020_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000158_human_020_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,12000,25.53938505703489,0.906009327892359
phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_020_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,8000,23.64166748824059,0.9518153145735917
phase7c1_collection_manifest_000176_ai_023_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000176_ai_023_direct,data/phase7c1/raw/ai_direct/ai_023_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000176_ai_023_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,8000,25.404700489689038,1.0848447513992492
phase7c1_collection_manifest_000178_ai_023_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000178_ai_023_mixer_processed,data/phase7c1/raw/ai_mixer/ai_023_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000178_ai_023_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,19.04588866433608,1.0939316680804914
phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_023_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,20.319370773026243,0.9757358062390727
phase7c1_collection_manifest_000180_human_023_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000180_human_023_clean,data/phase7c1/raw/human_clean/human_023_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000180_human_023_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,25.524823547713975,1.144759888505103
phase7c1_collection_manifest_000182_human_023_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000182_human_023_mixer_processed,data/phase7c1/raw/human_mixer/human_023_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000182_human_023_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,20.02242801505171,0.850038802483656
phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_023_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,20.03679611261064,0.8971108638870048
