task_name,feature_set,fold,input_feature_count,selected_feature_count,selected_features_preview,dropped_all_missing_features
replay_file_model,combined,4,827,50,rms_min;spectral_contrast_std;low_band_energy_ratio;noise_floor_proxy;mfcc_1_mean;mfcc_4_mean;mfcc_4_std;mfcc_9_mean;ssl_emb_063;ssl_emb_070;ssl_emb_079;ssl_emb_088;ssl_emb_093;ssl_emb_096;ssl_emb_099;ssl_emb_130;ssl_emb_141;ssl_emb_142;ssl_emb_178;ssl_emb_193;ssl_emb_209;ssl_emb_249;ssl_emb_255;ssl_emb_265;ssl_emb_275;ssl_emb_280;ssl_emb_336;ssl_emb_369;ssl_emb_370;ssl_emb_377;ssl_emb_378;ssl_emb_384;ssl_emb_404;ssl_emb_445;ssl_emb_449;ssl_emb_461;ssl_emb_472;ssl_emb_548;ssl_emb_576;ssl_emb_581;ssl_emb_582;ssl_emb_603;ssl_emb_619;ssl_emb_641;ssl_emb_688;ssl_emb_723;ssl_emb_724;ssl_emb_729;ssl_emb_755;ssl_emb_762,very_high_band_energy_ratio
replay_file_model,combined,5,827,50,rms_min;spectral_bandwidth_std;spectral_contrast_std;noise_floor_proxy;mfcc_1_mean;mfcc_4_std;ssl_emb_063;ssl_emb_070;ssl_emb_079;ssl_emb_088;ssl_emb_099;ssl_emb_130;ssl_emb_141;ssl_emb_142;ssl_emb_156;ssl_emb_161;ssl_emb_178;ssl_emb_193;ssl_emb_209;ssl_emb_249;ssl_emb_255;ssl_emb_265;ssl_emb_275;ssl_emb_280;ssl_emb_283;ssl_emb_336;ssl_emb_357;ssl_emb_369;ssl_emb_370;ssl_emb_377;ssl_emb_378;ssl_emb_384;ssl_emb_404;ssl_emb_445;ssl_emb_461;ssl_emb_472;ssl_emb_548;ssl_emb_567;ssl_emb_576;ssl_emb_581;ssl_emb_582;ssl_emb_603;ssl_emb_619;ssl_emb_623;ssl_emb_641;ssl_emb_723;ssl_emb_724;ssl_emb_729;ssl_emb_755;ssl_emb_762,very_high_band_energy_ratio
mixer_file_model,acoustic,1,59,50,rms_mean;rms_std;rms_max;peak_amplitude;mean_amplitude;std_amplitude;zero_crossing_rate_std;silence_ratio;active_audio_ratio;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_flatness_mean;spectral_flatness_std;spectral_contrast_mean;spectral_contrast_std;high_band_energy_ratio;noise_floor_proxy;snr_proxy;dynamic_range_proxy;spectral_entropy_std;high_freq_rolloff_ratio;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std,very_high_band_energy_ratio
mixer_file_model,acoustic,2,59,50,rms_mean;rms_std;rms_max;peak_amplitude;mean_amplitude;std_amplitude;zero_crossing_rate_mean;zero_crossing_rate_std;clipping_ratio;silence_ratio;active_audio_ratio;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_mean;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_flatness_mean;spectral_flatness_std;spectral_contrast_mean;spectral_contrast_std;high_band_energy_ratio;noise_floor_proxy;snr_proxy;dynamic_range_proxy;spectral_entropy_std;high_freq_rolloff_ratio;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std,very_high_band_energy_ratio
mixer_file_model,acoustic,3,59,50,rms_mean;rms_std;rms_min;rms_max;mean_amplitude;std_amplitude;dc_offset;zero_crossing_rate_std;silence_ratio;active_audio_ratio;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_mean;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_flatness_mean;spectral_flatness_std;spectral_contrast_mean;spectral_contrast_std;high_band_energy_ratio;noise_floor_proxy;snr_proxy;dynamic_range_proxy;spectral_entropy_std;high_freq_rolloff_ratio;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std,very_high_band_energy_ratio
mixer_file_model,acoustic,4,59,50,rms_mean;rms_std;rms_max;peak_amplitude;mean_amplitude;std_amplitude;zero_crossing_rate_std;clipping_ratio;silence_ratio;active_audio_ratio;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_flatness_mean;spectral_flatness_std;spectral_contrast_mean;spectral_contrast_std;high_band_energy_ratio;noise_floor_proxy;snr_proxy;dynamic_range_proxy;spectral_entropy_std;high_freq_rolloff_ratio;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std,very_high_band_energy_ratio
mixer_file_model,acoustic,5,59,50,rms_mean;rms_std;peak_amplitude;mean_amplitude;std_amplitude;dc_offset;zero_crossing_rate_mean;zero_crossing_rate_std;clipping_ratio;silence_ratio;active_audio_ratio;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_mean;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;spectral_flatness_mean;spectral_flatness_std;spectral_contrast_mean;spectral_contrast_std;high_band_energy_ratio;noise_floor_proxy;snr_proxy;spectral_entropy_std;high_freq_rolloff_ratio;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std,very_high_band_energy_ratio
mixer_file_model,ssl,1,768,50,ssl_emb_063;ssl_emb_080;ssl_emb_092;ssl_emb_095;ssl_emb_140;ssl_emb_152;ssl_emb_156;ssl_emb_159;ssl_emb_164;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_265;ssl_emb_282;ssl_emb_283;ssl_emb_286;ssl_emb_293;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_371;ssl_emb_376;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_445;ssl_emb_447;ssl_emb_457;ssl_emb_485;ssl_emb_503;ssl_emb_527;ssl_emb_538;ssl_emb_540;ssl_emb_561;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_601;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_756;ssl_emb_762,
mixer_file_model,ssl,2,768,50,ssl_emb_004;ssl_emb_022;ssl_emb_063;ssl_emb_080;ssl_emb_092;ssl_emb_095;ssl_emb_106;ssl_emb_156;ssl_emb_159;ssl_emb_191;ssl_emb_197;ssl_emb_209;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_265;ssl_emb_282;ssl_emb_286;ssl_emb_305;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_411;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_538;ssl_emb_540;ssl_emb_561;ssl_emb_581;ssl_emb_582;ssl_emb_585;ssl_emb_586;ssl_emb_590;ssl_emb_601;ssl_emb_636;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_762,
mixer_file_model,ssl,3,768,50,ssl_emb_063;ssl_emb_080;ssl_emb_095;ssl_emb_140;ssl_emb_156;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_209;ssl_emb_229;ssl_emb_256;ssl_emb_259;ssl_emb_265;ssl_emb_282;ssl_emb_283;ssl_emb_286;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_371;ssl_emb_377;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_409;ssl_emb_435;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_540;ssl_emb_570;ssl_emb_581;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_597;ssl_emb_601;ssl_emb_603;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_723;ssl_emb_762,
mixer_file_model,ssl,4,768,50,ssl_emb_004;ssl_emb_052;ssl_emb_080;ssl_emb_095;ssl_emb_148;ssl_emb_156;ssl_emb_159;ssl_emb_191;ssl_emb_197;ssl_emb_222;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_259;ssl_emb_265;ssl_emb_283;ssl_emb_286;ssl_emb_305;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_409;ssl_emb_435;ssl_emb_445;ssl_emb_447;ssl_emb_448;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_538;ssl_emb_540;ssl_emb_542;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_593;ssl_emb_601;ssl_emb_603;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_741;ssl_emb_762,
mixer_file_model,ssl,5,768,50,ssl_emb_004;ssl_emb_063;ssl_emb_080;ssl_emb_095;ssl_emb_152;ssl_emb_156;ssl_emb_164;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_265;ssl_emb_275;ssl_emb_282;ssl_emb_283;ssl_emb_286;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_371;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_411;ssl_emb_435;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_540;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_601;ssl_emb_603;ssl_emb_645;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_723;ssl_emb_741;ssl_emb_762,
mixer_file_model,combined,1,827,50,zero_crossing_rate_std;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_std;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_6_mean;mfcc_8_mean;mfcc_11_mean;mfcc_13_mean;ssl_emb_080;ssl_emb_095;ssl_emb_152;ssl_emb_156;ssl_emb_159;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_229;ssl_emb_256;ssl_emb_265;ssl_emb_282;ssl_emb_283;ssl_emb_286;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_371;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_445;ssl_emb_447;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_540;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_601;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_756;ssl_emb_762,very_high_band_energy_ratio
mixer_file_model,combined,2,827,50,zero_crossing_rate_std;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_std;mfcc_3_std;mfcc_6_mean;mfcc_8_mean;mfcc_11_mean;mfcc_13_mean;ssl_emb_004;ssl_emb_063;ssl_emb_080;ssl_emb_092;ssl_emb_095;ssl_emb_159;ssl_emb_191;ssl_emb_197;ssl_emb_209;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_265;ssl_emb_282;ssl_emb_286;ssl_emb_336;ssl_emb_350;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_527;ssl_emb_538;ssl_emb_540;ssl_emb_561;ssl_emb_582;ssl_emb_585;ssl_emb_586;ssl_emb_590;ssl_emb_601;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_762,very_high_band_energy_ratio
mixer_file_model,combined,3,827,50,zero_crossing_rate_std;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_std;mfcc_1_std;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_6_mean;mfcc_8_mean;mfcc_10_mean;mfcc_11_mean;mfcc_13_mean;ssl_emb_080;ssl_emb_095;ssl_emb_156;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_229;ssl_emb_256;ssl_emb_265;ssl_emb_282;ssl_emb_283;ssl_emb_286;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_371;ssl_emb_377;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_527;ssl_emb_540;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_601;ssl_emb_668;ssl_emb_695;ssl_emb_703,very_high_band_energy_ratio
mixer_file_model,combined,4,827,50,spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_std;mfcc_1_mean;mfcc_1_std;mfcc_3_mean;mfcc_3_std;mfcc_6_mean;mfcc_8_mean;mfcc_11_mean;mfcc_13_mean;ssl_emb_004;ssl_emb_080;ssl_emb_095;ssl_emb_148;ssl_emb_156;ssl_emb_191;ssl_emb_197;ssl_emb_229;ssl_emb_248;ssl_emb_256;ssl_emb_265;ssl_emb_286;ssl_emb_305;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_370;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_435;ssl_emb_445;ssl_emb_447;ssl_emb_457;ssl_emb_527;ssl_emb_540;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_593;ssl_emb_601;ssl_emb_603;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_762,very_high_band_energy_ratio
mixer_file_model,combined,5,827,50,zero_crossing_rate_std;spectral_centroid_std;spectral_bandwidth_std;spectral_rolloff_std;mfcc_3_mean;mfcc_3_std;mfcc_6_mean;mfcc_8_mean;mfcc_10_mean;mfcc_11_mean;mfcc_13_mean;ssl_emb_004;ssl_emb_080;ssl_emb_095;ssl_emb_164;ssl_emb_188;ssl_emb_191;ssl_emb_197;ssl_emb_256;ssl_emb_265;ssl_emb_275;ssl_emb_282;ssl_emb_283;ssl_emb_336;ssl_emb_350;ssl_emb_357;ssl_emb_358;ssl_emb_369;ssl_emb_371;ssl_emb_382;ssl_emb_384;ssl_emb_390;ssl_emb_398;ssl_emb_435;ssl_emb_445;ssl_emb_447;ssl_emb_456;ssl_emb_457;ssl_emb_485;ssl_emb_527;ssl_emb_540;ssl_emb_582;ssl_emb_585;ssl_emb_590;ssl_emb_601;ssl_emb_668;ssl_emb_695;ssl_emb_703;ssl_emb_723;ssl_emb_762,very_high_band_energy_ratio
