row_id,data_source,source_subset,audio_path,filepath,filename,sample_id,base_id,variant_id,speaker_id,speaker_gender,language,dataset,domain,attack_type_original,label_original,split,split_group_id,source_origin,manipulation_type,origin_label,manipulation_label,attack_hint,risk_level,origin_binary,manipulation_binary,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,baseline_status,decision_score,max_chunk_spoof,suspicious_chunk_ratio,sample_weight,weight_reason,use_origin_loss,use_manipulation_loss,use_attack_loss,use_partial_loss,review_status,notes
p7c1_train_000044,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_006_clean.wav,data/phase7c1/raw/human_clean/human_006_clean.wav,human_006_clean.wav,human_006_clean,base_006,human_clean,speaker_006,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_006,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_false_alarm,0.8333333333333334,0.9999985694885254,0.8333333333333334,3.0,p7c1_clean_direct_human+baseline_clean_human_false_alarm,true,true,true,true,approved,
p7c1_train_000045,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_006_fabricated.wav,data/phase7c1/raw/human_fabricated/human_006_fabricated.wav,human_006_fabricated.wav,human_006_fabricated,base_006,human_fabricated,speaker_006,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_006,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,0.425,6.74,partial_fabrication_detected,0.5714285714285714,1.0,0.5714285714285714,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000046,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_006_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_006_mixer_processed.wav,human_006_mixer_processed.wav,human_006_mixer_processed,base_006,human_mixer_processed,speaker_006,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_006,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,0.7272727272727273,0.9999986886978148,0.7272727272727273,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000047,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_006_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_006_replay_laptop_mobile.wav,human_006_replay_laptop_mobile.wav,human_006_replay_laptop_mobile,base_006,human_replay_laptop_mobile,speaker_006,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_006,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000048,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_007_direct.wav,data/phase7c1/raw/ai_direct/ai_007_direct.wav,ai_007_direct.wav,ai_007_direct,base_007,ai_direct,speaker_007,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_007,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_file_level_missed_but_segment_suspicious,0.6666666666666666,0.9999922513961792,0.6666666666666666,3.0,p7c1_clean_direct_ai+baseline_direct_ai_file_level_missed_but_segment_suspicious,true,true,true,true,approved,
p7c1_train_000049,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,ai_007_fabricated.wav,ai_007_fabricated,base_007,ai_fabricated,speaker_007,unknown,unknown,phase7c1,partial_fabrication,synthesis,mixed_or_partial_ai,train,base_007,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,45.753,54.448,partial_fabrication_detected,0.7222222222222222,0.9999964237213136,0.7222222222222222,3.0,p7c1_partial_fabrication,true,true,true,true,approved,"Fabricated mixed file. If mostly AI with human inserted, mention in notes manually. Timestamps loaded from sidecar: insertion_stamps (bulk)"
p7c1_train_000050,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_mixer/ai_007_mixer_processed.wav,data/phase7c1/raw/ai_mixer/ai_007_mixer_processed.wav,ai_007_mixer_processed.wav,ai_007_mixer_processed,base_007,ai_mixer_processed,speaker_007,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,synthesis,ai_likely,train,base_007,ai,mixer_processed,ai_likely,channel_processed,synthesis,high,ai,manipulated,0,,,ai_mixer_detected,1.0,1.0,1.0,2.0,p7c1_mixer_ai,true,true,true,true,approved,"AI audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000051,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,ai_007_replay_laptop_mobile.wav,ai_007_replay_laptop_mobile,base_007,ai_replay_laptop_mobile,speaker_007,unknown,unknown,phase7c1,replayed_ai_audio,replay,ai_likely,train,base_007,ai,ai_replay,ai_likely,replayed_or_re_recorded,replay,high,ai,manipulated,0,,,ai_replay_detected,0.6666666666666666,0.9998421669006348,0.6666666666666666,2.0,p7c1_ai_replay,true,true,true,true,approved,
p7c1_train_000052,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_007_clean.wav,data/phase7c1/raw/human_clean/human_007_clean.wav,human_007_clean.wav,human_007_clean,base_007,human_clean,speaker_007,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_007,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_false_alarm,1.0,1.0,1.0,3.0,p7c1_clean_direct_human+baseline_clean_human_false_alarm,true,true,true,true,approved,
p7c1_train_000053,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,human_007_fabricated.wav,human_007_fabricated,base_007,human_fabricated,speaker_007,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_007,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,11.149,18.612,partial_fabrication_detected,0.9166666666666666,1.0,0.9166666666666666,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000054,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_007_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_007_mixer_processed.wav,human_007_mixer_processed.wav,human_007_mixer_processed,base_007,human_mixer_processed,speaker_007,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_007,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000055,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_007_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_007_replay_laptop_mobile.wav,human_007_replay_laptop_mobile.wav,human_007_replay_laptop_mobile,base_007,human_replay_laptop_mobile,speaker_007,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_007,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000056,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_008_direct.wav,data/phase7c1/raw/ai_direct/ai_008_direct.wav,ai_008_direct.wav,ai_008_direct,base_008,ai_direct,speaker_008,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_008,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_file_level_missed_but_segment_suspicious,0.2727272727272727,1.0,0.2727272727272727,3.0,p7c1_clean_direct_ai+baseline_direct_ai_file_level_missed_but_segment_suspicious,true,true,true,true,approved,
p7c1_train_000057,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,ai_008_fabricated.wav,ai_008_fabricated,base_008,ai_fabricated,speaker_008,unknown,unknown,phase7c1,partial_fabrication,synthesis,mixed_or_partial_ai,train,base_008,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,14.11,21.003,partial_fabrication_detected,0.3571428571428571,1.0,0.3571428571428571,3.0,p7c1_partial_fabrication,true,true,true,true,approved,"Fabricated mixed file. If mostly AI with human inserted, mention in notes manually. Timestamps loaded from sidecar: insertion_stamps (bulk)"
p7c1_train_000058,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_mixer/ai_008_mixer_processed.wav,data/phase7c1/raw/ai_mixer/ai_008_mixer_processed.wav,ai_008_mixer_processed.wav,ai_008_mixer_processed,base_008,ai_mixer_processed,speaker_008,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,synthesis,ai_likely,train,base_008,ai,mixer_processed,ai_likely,channel_processed,synthesis,high,ai,manipulated,0,,,ai_mixer_detected,1.0,1.0,1.0,2.0,p7c1_mixer_ai,true,true,true,true,approved,"AI audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000059,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,ai_008_replay_laptop_mobile.wav,ai_008_replay_laptop_mobile,base_008,ai_replay_laptop_mobile,speaker_008,unknown,unknown,phase7c1,replayed_ai_audio,replay,ai_likely,train,base_008,ai,ai_replay,ai_likely,replayed_or_re_recorded,replay,high,ai,manipulated,0,,,ai_replay_detected,0.8235294117647058,0.9999407529830932,0.8235294117647058,2.0,p7c1_ai_replay,true,true,true,true,approved,
p7c1_train_000060,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_008_clean.wav,data/phase7c1/raw/human_clean/human_008_clean.wav,human_008_clean.wav,human_008_clean,base_008,human_clean,speaker_008,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_008,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_false_alarm,1.0,1.0,1.0,3.0,p7c1_clean_direct_human+baseline_clean_human_false_alarm,true,true,true,true,approved,
p7c1_train_000061,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,human_008_fabricated.wav,human_008_fabricated,base_008,human_fabricated,speaker_008,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_008,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,3.349,8.052,partial_fabrication_detected,0.8333333333333334,1.0,0.8333333333333334,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000062,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,human_008_mixer_processed.wav,human_008_mixer_processed,base_008,human_mixer_processed,speaker_008,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_008,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000063,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,human_008_replay_laptop_mobile.wav,human_008_replay_laptop_mobile,base_008,human_replay_laptop_mobile,speaker_008,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_008,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000064,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_009_direct.wav,data/phase7c1/raw/ai_direct/ai_009_direct.wav,ai_009_direct.wav,ai_009_direct,base_009,ai_direct,speaker_009,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_009,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_file_level_missed_but_segment_suspicious,0.0714285714285714,0.9926113486289978,0.0714285714285714,3.0,p7c1_clean_direct_ai+baseline_direct_ai_file_level_missed_but_segment_suspicious,true,true,true,true,approved,
p7c1_train_000065,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_fabricated/ai_009_fabricated.wav,data/phase7c1/raw/ai_fabricated/ai_009_fabricated.wav,ai_009_fabricated.wav,ai_009_fabricated,base_009,ai_fabricated,speaker_009,unknown,unknown,phase7c1,partial_fabrication,synthesis,mixed_or_partial_ai,train,base_009,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,6.078,15.785,partial_fabrication_detected,0.4705882352941176,0.9999767541885376,0.4705882352941176,3.0,p7c1_partial_fabrication,true,true,true,true,approved,"Fabricated mixed file. If mostly AI with human inserted, mention in notes manually. Timestamps loaded from sidecar: insertion_stamps (bulk)"
p7c1_train_000066,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_mixer/ai_009_mixer_processed.wav,data/phase7c1/raw/ai_mixer/ai_009_mixer_processed.wav,ai_009_mixer_processed.wav,ai_009_mixer_processed,base_009,ai_mixer_processed,speaker_009,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,synthesis,ai_likely,train,base_009,ai,mixer_processed,ai_likely,channel_processed,synthesis,high,ai,manipulated,0,,,ai_mixer_detected,1.0,1.0,1.0,2.0,p7c1_mixer_ai,true,true,true,true,approved,"AI audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000067,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_repeat/ai_009_replay_laptop_mobile.wav,data/phase7c1/raw/ai_repeat/ai_009_replay_laptop_mobile.wav,ai_009_replay_laptop_mobile.wav,ai_009_replay_laptop_mobile,base_009,ai_replay_laptop_mobile,speaker_009,unknown,unknown,phase7c1,replayed_ai_audio,replay,ai_likely,train,base_009,ai,ai_replay,ai_likely,replayed_or_re_recorded,replay,high,ai,manipulated,0,,,ai_replay_detected,1.0,0.9999998807907104,1.0,2.0,p7c1_ai_replay,true,true,true,true,approved,
p7c1_train_000068,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_009_clean.wav,data/phase7c1/raw/human_clean/human_009_clean.wav,human_009_clean.wav,human_009_clean,base_009,human_clean,speaker_009,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_009,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_false_alarm,1.0,0.9999998807907104,1.0,3.0,p7c1_clean_direct_human+baseline_clean_human_false_alarm,true,true,true,true,approved,
p7c1_train_000069,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,human_009_fabricated.wav,human_009_fabricated,base_009,human_fabricated,speaker_009,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_009,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,22.541,29.261,partial_fabrication_detected,0.8888888888888888,0.9997487664222716,0.8888888888888888,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000070,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_009_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_009_mixer_processed.wav,human_009_mixer_processed.wav,human_009_mixer_processed,base_009,human_mixer_processed,speaker_009,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_009,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000071,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_009_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_009_replay_laptop_mobile.wav,human_009_replay_laptop_mobile.wav,human_009_replay_laptop_mobile,base_009,human_replay_laptop_mobile,speaker_009,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_009,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,0.875,0.9999730587005616,0.875,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000072,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_010_direct.wav,data/phase7c1/raw/ai_direct/ai_010_direct.wav,ai_010_direct.wav,ai_010_direct,base_010,ai_direct,speaker_010,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_010,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_file_level_missed_but_segment_suspicious,0.2857142857142857,0.9929881691932678,0.2857142857142857,3.0,p7c1_clean_direct_ai+baseline_direct_ai_file_level_missed_but_segment_suspicious,true,true,true,true,approved,
p7c1_train_000073,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,ai_010_fabricated.wav,ai_010_fabricated,base_010,ai_fabricated,speaker_010,unknown,unknown,phase7c1,partial_fabrication,synthesis,mixed_or_partial_ai,train,base_010,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,39.565,46.965,partial_fabrication_detected,0.375,1.0,0.375,3.0,p7c1_partial_fabrication,true,true,true,true,approved,"Fabricated mixed file. If mostly AI with human inserted, mention in notes manually. Timestamps loaded from sidecar: insertion_stamps (bulk)"
p7c1_train_000074,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_mixer/ai_010_mixer_processed.wav,data/phase7c1/raw/ai_mixer/ai_010_mixer_processed.wav,ai_010_mixer_processed.wav,ai_010_mixer_processed,base_010,ai_mixer_processed,speaker_010,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,synthesis,ai_likely,train,base_010,ai,mixer_processed,ai_likely,channel_processed,synthesis,high,ai,manipulated,0,,,ai_mixer_detected,1.0,1.0,1.0,2.0,p7c1_mixer_ai,true,true,true,true,approved,"AI audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000075,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,ai_010_replay_laptop_mobile.wav,ai_010_replay_laptop_mobile,base_010,ai_replay_laptop_mobile,speaker_010,unknown,unknown,phase7c1,replayed_ai_audio,replay,ai_likely,train,base_010,ai,ai_replay,ai_likely,replayed_or_re_recorded,replay,high,ai,manipulated,0,,,ai_replay_detected,0.8666666666666667,0.9997251629829408,0.8666666666666667,2.0,p7c1_ai_replay,true,true,true,true,approved,
p7c1_train_000076,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_010_clean.wav,data/phase7c1/raw/human_clean/human_010_clean.wav,human_010_clean.wav,human_010_clean,base_010,human_clean,speaker_010,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_010,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_borderline,0.7,0.9999998807907104,0.7,2.5,p7c1_clean_direct_human,true,true,true,true,approved,
p7c1_train_000077,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,human_010_fabricated.wav,human_010_fabricated,base_010,human_fabricated,speaker_010,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_010,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,30.108,37.657,partial_fabrication_detected,0.6923076923076923,0.9999998807907104,0.6923076923076923,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000078,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_010_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_010_mixer_processed.wav,human_010_mixer_processed.wav,human_010_mixer_processed,base_010,human_mixer_processed,speaker_010,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_010,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000079,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_010_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_010_replay_laptop_mobile.wav,human_010_replay_laptop_mobile.wav,human_010_replay_laptop_mobile,base_010,human_replay_laptop_mobile,speaker_010,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_010,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,1.0,1.0,1.0,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000080,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_011_direct.wav,data/phase7c1/raw/ai_direct/ai_011_direct.wav,ai_011_direct.wav,ai_011_direct,base_011,ai_direct,speaker_011,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_011,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_missed,0.0,0.0194193478673696,0.0,3.25,p7c1_clean_direct_ai+baseline_direct_ai_missed,true,true,true,true,approved,
p7c1_train_000081,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,ai_011_fabricated.wav,ai_011_fabricated,base_011,ai_fabricated,speaker_011,unknown,unknown,phase7c1,partial_fabrication,synthesis,mixed_or_partial_ai,train,base_011,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,30.108,36.664,partial_fabrication_detected,0.1538461538461538,0.9997658133506776,0.1538461538461538,3.0,p7c1_partial_fabrication,true,true,true,true,approved,"Fabricated mixed file. If mostly AI with human inserted, mention in notes manually. Timestamps loaded from sidecar: insertion_stamps (bulk)"
p7c1_train_000082,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_mixer/ai_011_mixer_processed.wav,data/phase7c1/raw/ai_mixer/ai_011_mixer_processed.wav,ai_011_mixer_processed.wav,ai_011_mixer_processed,base_011,ai_mixer_processed,speaker_011,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,synthesis,ai_likely,train,base_011,ai,mixer_processed,ai_likely,channel_processed,synthesis,high,ai,manipulated,0,,,ai_mixer_detected,1.0,1.0,1.0,2.0,p7c1_mixer_ai,true,true,true,true,approved,"AI audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000083,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,ai_011_replay_laptop_mobile.wav,ai_011_replay_laptop_mobile,base_011,ai_replay_laptop_mobile,speaker_011,unknown,unknown,phase7c1,replayed_ai_audio,replay,ai_likely,train,base_011,ai,ai_replay,ai_likely,replayed_or_re_recorded,replay,high,ai,manipulated,0,,,ai_replay_file_level_missed_but_segment_suspicious,0.4375,0.9874479174613952,0.4375,2.0,p7c1_ai_replay,true,true,true,true,approved,
p7c1_train_000084,phase7c1,phase7c1_collection,data/phase7c1/raw/human_clean/human_011_clean.wav,data/phase7c1/raw/human_clean/human_011_clean.wav,human_011_clean.wav,human_011_clean,base_011,human_clean,speaker_011,unknown,unknown,phase7c1,clean_human,bonafide,human_likely,train,base_011,human,clean_direct,human_likely,clean_original,bonafide,low,human,clean,0,,,clean_human_false_alarm,1.0,0.999969720840454,1.0,3.0,p7c1_clean_direct_human+baseline_clean_human_false_alarm,true,true,true,true,approved,
p7c1_train_000085,phase7c1,phase7c1_collection,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,human_011_fabricated.wav,human_011_fabricated,base_011,human_fabricated,speaker_011,unknown,unknown,phase7c1,partial_ai_insert,synthesis,mixed_or_partial_ai,train,base_011,mixed,partial_ai_insert,mixed_or_partial_ai,edited_or_spliced,synthesis,high,mixed,manipulated,1,36.178,43.987,partial_fabrication_detected,0.8666666666666667,0.9999885559082032,0.8666666666666667,3.0,p7c1_partial_fabrication,true,true,true,true,approved,Mostly human/real audio with AI-generated inserted/replaced segment. Timestamps loaded from sidecar: insertion_stamps (bulk)
p7c1_train_000086,phase7c1,phase7c1_collection,data/phase7c1/raw/human_mixer/human_011_mixer_processed.wav,data/phase7c1/raw/human_mixer/human_011_mixer_processed.wav,human_011_mixer_processed.wav,human_011_mixer_processed,base_011,human_mixer_processed,speaker_011,unknown,unknown,phase7c1,mixer_changed_during_playback_and_mobile_recording,unknown,human_likely,train,base_011,human,mixer_processed,human_likely,channel_processed,unknown,medium,human,manipulated,0,,,human_mixer_manipulation_detected,0.9166666666666666,1.0,0.9166666666666666,2.5,p7c1_mixer_human,true,true,true,true,approved,"Human audio played from laptop, mixer/equalizer changed during playback, recorded on mobile."
p7c1_train_000087,phase7c1,phase7c1_collection,data/phase7c1/raw/human_replay/human_011_replay_laptop_mobile.wav,data/phase7c1/raw/human_replay/human_011_replay_laptop_mobile.wav,human_011_replay_laptop_mobile.wav,human_011_replay_laptop_mobile,base_011,human_replay_laptop_mobile,speaker_011,unknown,unknown,phase7c1,replayed_human_audio,replay,human_likely,train,base_011,human,human_replay,human_likely,replayed_or_re_recorded,replay,medium,human,manipulated,0,,,human_replay_manipulation_detected,0.7272727272727273,0.9729852676391602,0.7272727272727273,2.5,p7c1_human_replay,true,true,true,true,approved,
p7c1_train_000088,phase7c1,phase7c1_collection,data/phase7c1/raw/ai_direct/ai_012_direct.wav,data/phase7c1/raw/ai_direct/ai_012_direct.wav,ai_012_direct.wav,ai_012_direct,base_012,ai_direct,speaker_012,unknown,unknown,phase7c1,direct_ai,synthesis,ai_likely,train,base_012,ai,clean_direct,ai_likely,clean_original,synthesis,high,ai,clean,0,,,direct_ai_missed,0.0,0.1375324726104736,0.0,3.25,p7c1_clean_direct_ai+baseline_direct_ai_missed,true,true,true,true,approved,
