task_name,feature_set,file_id,total_segments,true_fabricated_segments,true_outside_segments,predicted_top_k_segments,top_k_hit_any_fabricated_region,top_k_hit_rate,max_probability_in_true_fabricated_region,max_probability_outside_region,mean_probability_fabricated_region,mean_probability_outside_region,localization_review_note
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000001_ai_001_fabricated,33,6,27,phase7c1_collection_manifest_000001_ai_001_fabricated_w0008;phase7c1_collection_manifest_000001_ai_001_fabricated_w0013;phase7c1_collection_manifest_000001_ai_001_fabricated_w0027;phase7c1_collection_manifest_000001_ai_001_fabricated_w0007;phase7c1_collection_manifest_000001_ai_001_fabricated_w0032,true,0.4,0.659641185813443,0.606211981845756,0.5288761985280183,0.5239864266124541,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000021_human_003_fabricated,23,5,18,phase7c1_collection_manifest_000021_human_003_fabricated_w0002;phase7c1_collection_manifest_000021_human_003_fabricated_w0006;phase7c1_collection_manifest_000021_human_003_fabricated_w0000;phase7c1_collection_manifest_000021_human_003_fabricated_w0005;phase7c1_collection_manifest_000021_human_003_fabricated_w0003,true,0.8,0.9998116388842769,0.98924651332095,0.9031136800358762,0.20314024022199717,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000025_ai_004_fabricated,28,4,24,phase7c1_collection_manifest_000025_ai_004_fabricated_w0002;phase7c1_collection_manifest_000025_ai_004_fabricated_w0020;phase7c1_collection_manifest_000025_ai_004_fabricated_w0019;phase7c1_collection_manifest_000025_ai_004_fabricated_w0018;phase7c1_collection_manifest_000025_ai_004_fabricated_w0006,true,0.4,0.9877202249271446,0.9961127985722155,0.4894650134622242,0.16294827896625186,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000029_human_004_fabricated,22,4,18,phase7c1_collection_manifest_000029_human_004_fabricated_w0000;phase7c1_collection_manifest_000029_human_004_fabricated_w0002;phase7c1_collection_manifest_000029_human_004_fabricated_w0020;phase7c1_collection_manifest_000029_human_004_fabricated_w0001;phase7c1_collection_manifest_000029_human_004_fabricated_w0003,true,0.8,0.9999703982103583,0.9250609863084606,0.8638158702953583,0.15025075444771316,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000033_ai_005_fabricated,31,5,26,phase7c1_collection_manifest_000033_ai_005_fabricated_w0023;phase7c1_collection_manifest_000033_ai_005_fabricated_w0024;phase7c1_collection_manifest_000033_ai_005_fabricated_w0021;phase7c1_collection_manifest_000033_ai_005_fabricated_w0022;phase7c1_collection_manifest_000033_ai_005_fabricated_w0020,true,1.0,0.9994948079944471,0.417283295504121,0.9023588135976774,0.024714214119065492,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000037_human_005_fabricated,26,5,21,phase7c1_collection_manifest_000037_human_005_fabricated_w0013;phase7c1_collection_manifest_000037_human_005_fabricated_w0016;phase7c1_collection_manifest_000037_human_005_fabricated_w0015;phase7c1_collection_manifest_000037_human_005_fabricated_w0014;phase7c1_collection_manifest_000037_human_005_fabricated_w0017,true,1.0,0.9882415397146715,0.5848721637266194,0.9768321500777688,0.08255112650501359,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000041_ai_006_fabricated,30,5,25,phase7c1_collection_manifest_000041_ai_006_fabricated_w0018;phase7c1_collection_manifest_000041_ai_006_fabricated_w0016;phase7c1_collection_manifest_000041_ai_006_fabricated_w0002;phase7c1_collection_manifest_000041_ai_006_fabricated_w0015;phase7c1_collection_manifest_000041_ai_006_fabricated_w0019,true,0.6,0.9963344897323503,0.9768173372454764,0.8237111440573381,0.11237110448709005,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000045_human_006_fabricated,22,3,19,phase7c1_collection_manifest_000045_human_006_fabricated_w0002;phase7c1_collection_manifest_000045_human_006_fabricated_w0003;phase7c1_collection_manifest_000045_human_006_fabricated_w0016;phase7c1_collection_manifest_000045_human_006_fabricated_w0001;phase7c1_collection_manifest_000045_human_006_fabricated_w0017,true,0.4,0.9999104728377237,0.9975571108560868,0.7555588318218255,0.19057319637959233,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000049_ai_007_fabricated,28,5,23,phase7c1_collection_manifest_000049_ai_007_fabricated_w0027;phase7c1_collection_manifest_000049_ai_007_fabricated_w0026;phase7c1_collection_manifest_000049_ai_007_fabricated_w0024;phase7c1_collection_manifest_000049_ai_007_fabricated_w0023;phase7c1_collection_manifest_000049_ai_007_fabricated_w0014,true,0.6,0.9304898303382094,0.978501081109872,0.7113361100815994,0.21118851269627967,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000053_human_007_fabricated,19,4,15,phase7c1_collection_manifest_000053_human_007_fabricated_w0007;phase7c1_collection_manifest_000053_human_007_fabricated_w0008;phase7c1_collection_manifest_000053_human_007_fabricated_w0005;phase7c1_collection_manifest_000053_human_007_fabricated_w0006;phase7c1_collection_manifest_000053_human_007_fabricated_w0015,true,0.8,0.9586926161413325,0.2656469845662638,0.8356326511181537,0.06211556652342674,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000057_ai_008_fabricated,21,5,16,phase7c1_collection_manifest_000057_ai_008_fabricated_w0006;phase7c1_collection_manifest_000057_ai_008_fabricated_w0008;phase7c1_collection_manifest_000057_ai_008_fabricated_w0007;phase7c1_collection_manifest_000057_ai_008_fabricated_w0009;phase7c1_collection_manifest_000057_ai_008_fabricated_w0010,true,1.0,0.9970985913848872,0.5990117337226584,0.7508713990031938,0.08468976329407327,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000061_human_008_fabricated,10,3,7,phase7c1_collection_manifest_000061_human_008_fabricated_w0000;phase7c1_collection_manifest_000061_human_008_fabricated_w0001;phase7c1_collection_manifest_000061_human_008_fabricated_w0002;phase7c1_collection_manifest_000061_human_008_fabricated_w0006;phase7c1_collection_manifest_000061_human_008_fabricated_w0009,true,0.4,0.7162733231561488,0.9991203099207766,0.37312347069032364,0.15064691360897117,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000065_ai_009_fabricated,26,6,20,phase7c1_collection_manifest_000065_ai_009_fabricated_w0007;phase7c1_collection_manifest_000065_ai_009_fabricated_w0002;phase7c1_collection_manifest_000065_ai_009_fabricated_w0004;phase7c1_collection_manifest_000065_ai_009_fabricated_w0005;phase7c1_collection_manifest_000065_ai_009_fabricated_w0006,true,1.0,0.9995788001911933,0.7378154850961461,0.8388972626653312,0.08057632060784556,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000069_human_009_fabricated,28,5,23,phase7c1_collection_manifest_000069_human_009_fabricated_w0012;phase7c1_collection_manifest_000069_human_009_fabricated_w0013;phase7c1_collection_manifest_000069_human_009_fabricated_w0011;phase7c1_collection_manifest_000069_human_009_fabricated_w0010;phase7c1_collection_manifest_000069_human_009_fabricated_w0027,true,0.8,0.9585916851522462,0.0063338014922809495,0.5679956272853053,0.0017243585981199547,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000073_ai_010_fabricated,25,4,21,phase7c1_collection_manifest_000073_ai_010_fabricated_w0019;phase7c1_collection_manifest_000073_ai_010_fabricated_w0020;phase7c1_collection_manifest_000073_ai_010_fabricated_w0022;phase7c1_collection_manifest_000073_ai_010_fabricated_w0002;phase7c1_collection_manifest_000073_ai_010_fabricated_w0023,true,0.6,0.9985954682086405,0.5549199254458137,0.7432382785144389,0.09030096331362032,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000077_human_010_fabricated,22,5,17,phase7c1_collection_manifest_000077_human_010_fabricated_w0015;phase7c1_collection_manifest_000077_human_010_fabricated_w0014;phase7c1_collection_manifest_000077_human_010_fabricated_w0017;phase7c1_collection_manifest_000077_human_010_fabricated_w0016;phase7c1_collection_manifest_000077_human_010_fabricated_w0021,true,0.8,0.9970259950832245,0.925747835267017,0.8628837502344429,0.21529339839383627,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000081_ai_011_fabricated,22,4,18,phase7c1_collection_manifest_000081_ai_011_fabricated_w0016;phase7c1_collection_manifest_000081_ai_011_fabricated_w0008;phase7c1_collection_manifest_000081_ai_011_fabricated_w0002;phase7c1_collection_manifest_000081_ai_011_fabricated_w0010;phase7c1_collection_manifest_000081_ai_011_fabricated_w0007,true,0.2,0.987074308924057,0.9810576605745258,0.7003297796924167,0.29066523829583407,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000085_human_011_fabricated,24,5,19,phase7c1_collection_manifest_000085_human_011_fabricated_w0022;phase7c1_collection_manifest_000085_human_011_fabricated_w0023;phase7c1_collection_manifest_000085_human_011_fabricated_w0019;phase7c1_collection_manifest_000085_human_011_fabricated_w0018;phase7c1_collection_manifest_000085_human_011_fabricated_w0016,true,0.4,0.9666619652816387,0.9906033073248235,0.48584851270935914,0.15997983262571633,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000089_ai_012_fabricated,25,5,20,phase7c1_collection_manifest_000089_ai_012_fabricated_w0018;phase7c1_collection_manifest_000089_ai_012_fabricated_w0019;phase7c1_collection_manifest_000089_ai_012_fabricated_w0017;phase7c1_collection_manifest_000089_ai_012_fabricated_w0020;phase7c1_collection_manifest_000089_ai_012_fabricated_w0021,true,1.0,0.9989792353908103,0.9474268960236475,0.9824312938769222,0.14108470462647454,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000093_human_012_fabricated,25,4,21,phase7c1_collection_manifest_000093_human_012_fabricated_w0021;phase7c1_collection_manifest_000093_human_012_fabricated_w0020;phase7c1_collection_manifest_000093_human_012_fabricated_w0023;phase7c1_collection_manifest_000093_human_012_fabricated_w0003;phase7c1_collection_manifest_000093_human_012_fabricated_w0022,true,0.8,0.9986198204587609,0.990533115092782,0.9948377637447816,0.13648620753515775,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000097_ai_013_fabricated,31,5,26,phase7c1_collection_manifest_000097_ai_013_fabricated_w0014;phase7c1_collection_manifest_000097_ai_013_fabricated_w0011;phase7c1_collection_manifest_000097_ai_013_fabricated_w0013;phase7c1_collection_manifest_000097_ai_013_fabricated_w0015;phase7c1_collection_manifest_000097_ai_013_fabricated_w0016,true,0.8,0.9998021071894632,0.38451055756915725,0.8646189060712028,0.036046719549521496,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000101_human_013_fabricated,23,5,18,phase7c1_collection_manifest_000101_human_013_fabricated_w0013;phase7c1_collection_manifest_000101_human_013_fabricated_w0010;phase7c1_collection_manifest_000101_human_013_fabricated_w0012;phase7c1_collection_manifest_000101_human_013_fabricated_w0011;phase7c1_collection_manifest_000101_human_013_fabricated_w0002,true,0.8,0.9995983021567867,0.539425237023499,0.835762541823245,0.07015572466807217,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000105_ai_014_fabricated,27,5,22,phase7c1_collection_manifest_000105_ai_014_fabricated_w0001;phase7c1_collection_manifest_000105_ai_014_fabricated_w0005;phase7c1_collection_manifest_000105_ai_014_fabricated_w0003;phase7c1_collection_manifest_000105_ai_014_fabricated_w0002;phase7c1_collection_manifest_000105_ai_014_fabricated_w0004,true,1.0,0.9998834628238862,0.9974073328100663,0.9985712288681409,0.10202067946135651,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000109_human_014_fabricated,23,4,19,phase7c1_collection_manifest_000109_human_014_fabricated_w0011;phase7c1_collection_manifest_000109_human_014_fabricated_w0012;phase7c1_collection_manifest_000109_human_014_fabricated_w0014;phase7c1_collection_manifest_000109_human_014_fabricated_w0013;phase7c1_collection_manifest_000109_human_014_fabricated_w0008,true,0.8,0.9999305058028393,0.6894826277755982,0.8773779508882653,0.15309632968830614,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000113_ai_015_fabricated,32,5,27,phase7c1_collection_manifest_000113_ai_015_fabricated_w0010;phase7c1_collection_manifest_000113_ai_015_fabricated_w0009;phase7c1_collection_manifest_000113_ai_015_fabricated_w0011;phase7c1_collection_manifest_000113_ai_015_fabricated_w0008;phase7c1_collection_manifest_000113_ai_015_fabricated_w0007,true,1.0,0.9968550952902262,0.6524360926570322,0.9320948049077508,0.0480771513631341,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000117_human_015_fabricated,24,4,20,phase7c1_collection_manifest_000117_human_015_fabricated_w0000;phase7c1_collection_manifest_000117_human_015_fabricated_w0001;phase7c1_collection_manifest_000117_human_015_fabricated_w0005;phase7c1_collection_manifest_000117_human_015_fabricated_w0004;phase7c1_collection_manifest_000117_human_015_fabricated_w0003,true,0.6,0.9999170435362736,0.9999999612513175,0.9730546322856541,0.18908503414649752,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000121_ai_016_fabricated,32,6,26,phase7c1_collection_manifest_000121_ai_016_fabricated_w0019;phase7c1_collection_manifest_000121_ai_016_fabricated_w0015;phase7c1_collection_manifest_000121_ai_016_fabricated_w0020;phase7c1_collection_manifest_000121_ai_016_fabricated_w0025;phase7c1_collection_manifest_000121_ai_016_fabricated_w0004,true,0.4,0.9976518327484291,0.9237964055143475,0.5974308857453294,0.1965323147608015,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000125_human_016_fabricated,30,5,25,phase7c1_collection_manifest_000125_human_016_fabricated_w0007;phase7c1_collection_manifest_000125_human_016_fabricated_w0008;phase7c1_collection_manifest_000125_human_016_fabricated_w0011;phase7c1_collection_manifest_000125_human_016_fabricated_w0006;phase7c1_collection_manifest_000125_human_016_fabricated_w0012,true,0.6,0.9999972883455376,0.9083693127173665,0.647543153839379,0.12011482561646586,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000129_ai_017_fabricated,32,6,26,phase7c1_collection_manifest_000129_ai_017_fabricated_w0012;phase7c1_collection_manifest_000129_ai_017_fabricated_w0015;phase7c1_collection_manifest_000129_ai_017_fabricated_w0016;phase7c1_collection_manifest_000129_ai_017_fabricated_w0011;phase7c1_collection_manifest_000129_ai_017_fabricated_w0026,true,0.8,0.9997896184680805,0.8848816130347564,0.8829152979938798,0.11213283594276474,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000133_human_017_fabricated,29,6,23,phase7c1_collection_manifest_000133_human_017_fabricated_w0000;phase7c1_collection_manifest_000133_human_017_fabricated_w0001;phase7c1_collection_manifest_000133_human_017_fabricated_w0004;phase7c1_collection_manifest_000133_human_017_fabricated_w0003;phase7c1_collection_manifest_000133_human_017_fabricated_w0005,true,1.0,0.9966800724253524,0.8066899144290561,0.9569488028301607,0.09593966089424565,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000137_ai_018_fabricated,34,5,29,phase7c1_collection_manifest_000137_ai_018_fabricated_w0025;phase7c1_collection_manifest_000137_ai_018_fabricated_w0027;phase7c1_collection_manifest_000137_ai_018_fabricated_w0024;phase7c1_collection_manifest_000137_ai_018_fabricated_w0026;phase7c1_collection_manifest_000137_ai_018_fabricated_w0023,true,0.8,0.9999774069143992,0.9996337589578825,0.8510943619158932,0.0726802707504256,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000141_human_018_fabricated,24,5,19,phase7c1_collection_manifest_000141_human_018_fabricated_w0014;phase7c1_collection_manifest_000141_human_018_fabricated_w0018;phase7c1_collection_manifest_000141_human_018_fabricated_w0016;phase7c1_collection_manifest_000141_human_018_fabricated_w0017;phase7c1_collection_manifest_000141_human_018_fabricated_w0015,true,1.0,0.9997607331973459,0.5599154764027329,0.9866945246038391,0.0901016263297594,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000145_ai_019_fabricated,33,7,26,phase7c1_collection_manifest_000145_ai_019_fabricated_w0024;phase7c1_collection_manifest_000145_ai_019_fabricated_w0023;phase7c1_collection_manifest_000145_ai_019_fabricated_w0019;phase7c1_collection_manifest_000145_ai_019_fabricated_w0022;phase7c1_collection_manifest_000145_ai_019_fabricated_w0020,true,1.0,0.9999133734585702,0.7802679040797497,0.8618385316907423,0.04046549925412291,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000149_human_019_fabricated,26,6,20,phase7c1_collection_manifest_000149_human_019_fabricated_w0001;phase7c1_collection_manifest_000149_human_019_fabricated_w0002;phase7c1_collection_manifest_000149_human_019_fabricated_w0003;phase7c1_collection_manifest_000149_human_019_fabricated_w0006;phase7c1_collection_manifest_000149_human_019_fabricated_w0015,true,0.8,0.9994605343104189,0.8561675282232203,0.9247316434679574,0.07028022636006641,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000153_ai_020_fabricated,31,6,25,phase7c1_collection_manifest_000153_ai_020_fabricated_w0004;phase7c1_collection_manifest_000153_ai_020_fabricated_w0005;phase7c1_collection_manifest_000153_ai_020_fabricated_w0013;phase7c1_collection_manifest_000153_ai_020_fabricated_w0009;phase7c1_collection_manifest_000153_ai_020_fabricated_w0010,true,0.6,0.9857603100317197,0.8687480110882698,0.5586667186726008,0.1329260472899366,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000157_human_020_fabricated,26,5,21,phase7c1_collection_manifest_000157_human_020_fabricated_w0013;phase7c1_collection_manifest_000157_human_020_fabricated_w0010;phase7c1_collection_manifest_000157_human_020_fabricated_w0009;phase7c1_collection_manifest_000157_human_020_fabricated_w0014;phase7c1_collection_manifest_000157_human_020_fabricated_w0012,true,0.8,0.9967325200171245,0.5487535661783501,0.721504176581554,0.08156547816499433,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000161_ai_021_fabricated,30,5,25,phase7c1_collection_manifest_000161_ai_021_fabricated_w0012;phase7c1_collection_manifest_000161_ai_021_fabricated_w0011;phase7c1_collection_manifest_000161_ai_021_fabricated_w0007;phase7c1_collection_manifest_000161_ai_021_fabricated_w0008;phase7c1_collection_manifest_000161_ai_021_fabricated_w0006,true,0.6,0.9163013296935646,0.9967298134109561,0.6980206572671065,0.18046288643092243,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000165_human_021_fabricated,27,5,22,phase7c1_collection_manifest_000165_human_021_fabricated_w0011;phase7c1_collection_manifest_000165_human_021_fabricated_w0012;phase7c1_collection_manifest_000165_human_021_fabricated_w0013;phase7c1_collection_manifest_000165_human_021_fabricated_w0014;phase7c1_collection_manifest_000165_human_021_fabricated_w0016,true,0.8,0.9990754124736564,0.95529919509712,0.9382271379717142,0.11236251372219809,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000169_ai_022_fabricated,32,6,26,phase7c1_collection_manifest_000169_ai_022_fabricated_w0029;phase7c1_collection_manifest_000169_ai_022_fabricated_w0026;phase7c1_collection_manifest_000169_ai_022_fabricated_w0028;phase7c1_collection_manifest_000169_ai_022_fabricated_w0027;phase7c1_collection_manifest_000169_ai_022_fabricated_w0030,true,1.0,0.9999303666216279,0.17249201827205937,0.9919046148212387,0.021423234604544303,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000173_human_022_fabricated,22,5,17,phase7c1_collection_manifest_000173_human_022_fabricated_w0001;phase7c1_collection_manifest_000173_human_022_fabricated_w0002;phase7c1_collection_manifest_000173_human_022_fabricated_w0004;phase7c1_collection_manifest_000173_human_022_fabricated_w0003;phase7c1_collection_manifest_000173_human_022_fabricated_w0005,true,1.0,0.9998699953454173,0.30549321928814505,0.9677427312934027,0.026403303700690835,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000177_ai_023_fabricated,28,4,24,phase7c1_collection_manifest_000177_ai_023_fabricated_w0009;phase7c1_collection_manifest_000177_ai_023_fabricated_w0011;phase7c1_collection_manifest_000177_ai_023_fabricated_w0010;phase7c1_collection_manifest_000177_ai_023_fabricated_w0005;phase7c1_collection_manifest_000177_ai_023_fabricated_w0004,true,0.6,0.9960388771047681,0.8521523252918779,0.8796541302681707,0.11084418424831215,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000181_human_023_fabricated,26,5,21,phase7c1_collection_manifest_000181_human_023_fabricated_w0019;phase7c1_collection_manifest_000181_human_023_fabricated_w0011;phase7c1_collection_manifest_000181_human_023_fabricated_w0010;phase7c1_collection_manifest_000181_human_023_fabricated_w0009;phase7c1_collection_manifest_000181_human_023_fabricated_w0008,true,0.8,0.9741311344969853,0.9968096386935168,0.8987443399047883,0.06132636313332459,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000001_ai_001_fabricated,33,6,27,phase7c1_collection_manifest_000001_ai_001_fabricated_w0009;phase7c1_collection_manifest_000001_ai_001_fabricated_w0007;phase7c1_collection_manifest_000001_ai_001_fabricated_w0006;phase7c1_collection_manifest_000001_ai_001_fabricated_w0012;phase7c1_collection_manifest_000001_ai_001_fabricated_w0008,true,0.6,0.942224209430236,0.9106843531185748,0.848600275664516,0.15862871353757568,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000005_human_001_fabricated,25,5,20,phase7c1_collection_manifest_000005_human_001_fabricated_w0008;phase7c1_collection_manifest_000005_human_001_fabricated_w0007;phase7c1_collection_manifest_000005_human_001_fabricated_w0011;phase7c1_collection_manifest_000005_human_001_fabricated_w0009;phase7c1_collection_manifest_000005_human_001_fabricated_w0024,true,0.8,0.9585986527649579,0.9079538991941095,0.9345142189499478,0.1824502023268677,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000009_ai_002_fabricated,23,4,19,phase7c1_collection_manifest_000009_ai_002_fabricated_w0019;phase7c1_collection_manifest_000009_ai_002_fabricated_w0018;phase7c1_collection_manifest_000009_ai_002_fabricated_w0017;phase7c1_collection_manifest_000009_ai_002_fabricated_w0020;phase7c1_collection_manifest_000009_ai_002_fabricated_w0021,true,0.8,0.9816329552802475,0.9124215284590231,0.9708909746729143,0.1827926523323913,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000013_human_002_fabricated,20,4,16,phase7c1_collection_manifest_000013_human_002_fabricated_w0004;phase7c1_collection_manifest_000013_human_002_fabricated_w0002;phase7c1_collection_manifest_000013_human_002_fabricated_w0003;phase7c1_collection_manifest_000013_human_002_fabricated_w0005;phase7c1_collection_manifest_000013_human_002_fabricated_w0019,true,0.8,0.9675437435233827,0.7188977081079635,0.9235829565200216,0.15899367235758155,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000017_ai_003_fabricated,27,4,23,phase7c1_collection_manifest_000017_ai_003_fabricated_w0007;phase7c1_collection_manifest_000017_ai_003_fabricated_w0008;phase7c1_collection_manifest_000017_ai_003_fabricated_w0000;phase7c1_collection_manifest_000017_ai_003_fabricated_w0020;phase7c1_collection_manifest_000017_ai_003_fabricated_w0001,true,0.4,0.7649408577430677,0.893514808787223,0.5335976509326881,0.24480806724622856,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000021_human_003_fabricated,23,5,18,phase7c1_collection_manifest_000021_human_003_fabricated_w0000;phase7c1_collection_manifest_000021_human_003_fabricated_w0001;phase7c1_collection_manifest_000021_human_003_fabricated_w0002;phase7c1_collection_manifest_000021_human_003_fabricated_w0022;phase7c1_collection_manifest_000021_human_003_fabricated_w0006,true,0.4,0.9214686469193365,0.9453337785178488,0.6691457053639802,0.24637555097515784,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000025_ai_004_fabricated,28,4,24,phase7c1_collection_manifest_000025_ai_004_fabricated_w0020;phase7c1_collection_manifest_000025_ai_004_fabricated_w0021;phase7c1_collection_manifest_000025_ai_004_fabricated_w0019;phase7c1_collection_manifest_000025_ai_004_fabricated_w0022;phase7c1_collection_manifest_000025_ai_004_fabricated_w0023,true,0.8,0.9793985043656271,0.7478459228050603,0.9419218204720883,0.18829137649759575,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000029_human_004_fabricated,22,4,18,phase7c1_collection_manifest_000029_human_004_fabricated_w0000;phase7c1_collection_manifest_000029_human_004_fabricated_w0002;phase7c1_collection_manifest_000029_human_004_fabricated_w0021;phase7c1_collection_manifest_000029_human_004_fabricated_w0001;phase7c1_collection_manifest_000029_human_004_fabricated_w0007,true,0.6,0.9799456702997955,0.9452691667730926,0.8018436077306579,0.20842024008371327,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000033_ai_005_fabricated,31,5,26,phase7c1_collection_manifest_000033_ai_005_fabricated_w0023;phase7c1_collection_manifest_000033_ai_005_fabricated_w0021;phase7c1_collection_manifest_000033_ai_005_fabricated_w0022;phase7c1_collection_manifest_000033_ai_005_fabricated_w0020;phase7c1_collection_manifest_000033_ai_005_fabricated_w0024,true,1.0,0.9587502784146628,0.8703282474422231,0.9188422221795085,0.1490684880484555,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,localization,phase7c1_collection_manifest_000037_human_005_fabricated,26,5,21,phase7c1_collection_manifest_000037_human_005_fabricated_w0014;phase7c1_collection_manifest_000037_human_005_fabricated_w0016;phase7c1_collection_manifest_000037_human_005_fabricated_w0015;phase7c1_collection_manifest_000037_human_005_fabricated_w0017;phase7c1_collection_manifest_000037_human_005_fabricated_w0013,true,1.0,0.9669903498015563,0.8475882647752154,0.9142666666799458,0.18267691929820906,experimental timestamp-aligned localization summary; not proof of fabrication
