finetune_row_id,parent_row_id,data_source,split,audio_path,sample_id,base_id,split_group_id,risk_target,risk_label,source_branch_role,aasist_label,sample_weight,weight_reason,window_strategy,window_start_time,window_end_time,use_for_aasist_training,manipulation_type,source_origin,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,notes
aft_train_000349,cmb_train_000348,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4438091.wav,LA_E_4438091,old_LA_E_4438091,old_LA_E_4438091,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000350,cmb_train_000349,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5610142.wav,LA_E_5610142,old_LA_E_5610142,old_LA_E_5610142,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000351,cmb_train_000350,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8454675.wav,LA_E_8454675,old_LA_E_8454675,old_LA_E_8454675,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000352,cmb_train_000351,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9973815.wav,LA_E_9973815,old_LA_E_9973815,old_LA_E_9973815,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000353,cmb_train_000352,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5071585.wav,LA_E_5071585,old_LA_E_5071585,old_LA_E_5071585,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000354,cmb_train_000353,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9646261.wav,LA_E_9646261,old_LA_E_9646261,old_LA_E_9646261,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000355,cmb_train_000354,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4867930.wav,LA_E_4867930,old_LA_E_4867930,old_LA_E_4867930,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000356,cmb_train_000355,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1875081.wav,LA_E_1875081,old_LA_E_1875081,old_LA_E_1875081,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000357,cmb_train_000356,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4562892.wav,LA_E_4562892,old_LA_E_4562892,old_LA_E_4562892,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000358,cmb_train_000357,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8525430.wav,LA_E_8525430,old_LA_E_8525430,old_LA_E_8525430,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000359,cmb_train_000358,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5666340.wav,LA_E_5666340,old_LA_E_5666340,old_LA_E_5666340,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000360,cmb_train_000359,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1228689.wav,LA_E_1228689,old_LA_E_1228689,old_LA_E_1228689,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000361,cmb_train_000360,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5964668.wav,LA_E_5964668,old_LA_E_5964668,old_LA_E_5964668,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000362,cmb_train_000361,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9880169.wav,LA_E_9880169,old_LA_E_9880169,old_LA_E_9880169,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000363,cmb_train_000362,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6049529.wav,LA_E_6049529,old_LA_E_6049529,old_LA_E_6049529,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000364,cmb_train_000363,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3328793.wav,LA_E_3328793,old_LA_E_3328793,old_LA_E_3328793,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000365,cmb_train_000364,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7385027.wav,LA_E_7385027,old_LA_E_7385027,old_LA_E_7385027,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000366,cmb_train_000365,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6933098.wav,LA_E_6933098,old_LA_E_6933098,old_LA_E_6933098,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000367,cmb_train_000366,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1785676.wav,LA_E_1785676,old_LA_E_1785676,old_LA_E_1785676,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000368,cmb_train_000367,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5026124.wav,LA_E_5026124,old_LA_E_5026124,old_LA_E_5026124,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000369,cmb_train_000368,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3009951.wav,LA_E_3009951,old_LA_E_3009951,old_LA_E_3009951,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000370,cmb_train_000369,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6695299.wav,LA_E_6695299,old_LA_E_6695299,old_LA_E_6695299,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000371,cmb_train_000370,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2550573.wav,LA_E_2550573,old_LA_E_2550573,old_LA_E_2550573,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000372,cmb_train_000371,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8929845.wav,LA_E_8929845,old_LA_E_8929845,old_LA_E_8929845,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000373,cmb_train_000372,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4352074.wav,LA_E_4352074,old_LA_E_4352074,old_LA_E_4352074,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000374,cmb_train_000373,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1568617.wav,LA_E_1568617,old_LA_E_1568617,old_LA_E_1568617,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000375,cmb_train_000374,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8037468.wav,LA_E_8037468,old_LA_E_8037468,old_LA_E_8037468,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000376,cmb_train_000375,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4073509.wav,LA_E_4073509,old_LA_E_4073509,old_LA_E_4073509,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000377,cmb_train_000376,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1108942.wav,LA_E_1108942,old_LA_E_1108942,old_LA_E_1108942,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000378,cmb_train_000377,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5656478.wav,LA_E_5656478,old_LA_E_5656478,old_LA_E_5656478,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000379,cmb_train_000378,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5054275.wav,LA_E_5054275,old_LA_E_5054275,old_LA_E_5054275,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000380,cmb_train_000379,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9646958.wav,LA_E_9646958,old_LA_E_9646958,old_LA_E_9646958,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000381,cmb_train_000380,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1091683.wav,LA_E_1091683,old_LA_E_1091683,old_LA_E_1091683,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000382,cmb_train_000381,old,train,data\realworld\processed\synthetic\tts\fake_tts_00481.wav,fake_tts_00481,old_fake_tts_00481,old_fake_tts_00481,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000383,cmb_train_000382,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8381428.wav,LA_E_8381428,old_LA_E_8381428,old_LA_E_8381428,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000384,cmb_train_000383,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2271249.wav,LA_E_2271249,old_LA_E_2271249,old_LA_E_2271249,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000385,cmb_train_000384,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9469581.wav,LA_E_9469581,old_LA_E_9469581,old_LA_E_9469581,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000386,cmb_train_000385,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7143719.wav,LA_E_7143719,old_LA_E_7143719,old_LA_E_7143719,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000387,cmb_train_000386,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8904376.wav,LA_E_8904376,old_LA_E_8904376,old_LA_E_8904376,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000388,cmb_train_000387,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8727568.wav,LA_E_8727568,old_LA_E_8727568,old_LA_E_8727568,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000389,cmb_train_000388,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8058803.wav,LA_E_8058803,old_LA_E_8058803,old_LA_E_8058803,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000390,cmb_train_000389,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7486563.wav,LA_E_7486563,old_LA_E_7486563,old_LA_E_7486563,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000391,cmb_train_000390,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4129327.wav,LA_E_4129327,old_LA_E_4129327,old_LA_E_4129327,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000392,cmb_train_000391,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7528674.wav,LA_E_7528674,old_LA_E_7528674,old_LA_E_7528674,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000393,cmb_train_000392,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5321809.wav,LA_E_5321809,old_LA_E_5321809,old_LA_E_5321809,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000394,cmb_train_000393,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4500294.wav,LA_E_4500294,old_LA_E_4500294,old_LA_E_4500294,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000395,cmb_train_000394,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3180365.wav,LA_E_3180365,old_LA_E_3180365,old_LA_E_3180365,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000396,cmb_train_000395,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8721088.wav,LA_E_8721088,old_LA_E_8721088,old_LA_E_8721088,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000397,cmb_train_000396,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4828617.wav,LA_E_4828617,old_LA_E_4828617,old_LA_E_4828617,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000398,cmb_train_000397,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2620586.wav,LA_E_2620586,old_LA_E_2620586,old_LA_E_2620586,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000399,cmb_train_000398,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2214932.wav,LA_E_2214932,old_LA_E_2214932,old_LA_E_2214932,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000400,cmb_train_000399,old,train,data\realworld\processed\synthetic\tts\fake_tts_02072.wav,fake_tts_02072,old_fake_tts_02072,old_fake_tts_02072,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000401,cmb_train_000400,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_2841830.wav,LA_E_2841830,old_LA_E_2841830,old_LA_E_2841830,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000402,cmb_train_000401,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6241241.wav,LA_E_6241241,old_LA_E_6241241,old_LA_E_6241241,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000403,cmb_train_000402,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8397403.wav,LA_E_8397403,old_LA_E_8397403,old_LA_E_8397403,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000404,cmb_train_000403,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7282593.wav,LA_E_7282593,old_LA_E_7282593,old_LA_E_7282593,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000405,cmb_train_000404,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7364054.wav,LA_E_7364054,old_LA_E_7364054,old_LA_E_7364054,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000406,cmb_train_000405,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1706183.wav,LA_E_1706183,old_LA_E_1706183,old_LA_E_1706183,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000407,cmb_train_000406,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5652637.wav,LA_E_5652637,old_LA_E_5652637,old_LA_E_5652637,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000408,cmb_train_000407,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4882993.wav,LA_E_4882993,old_LA_E_4882993,old_LA_E_4882993,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000409,cmb_train_000408,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_9231700.wav,LA_E_9231700,old_LA_E_9231700,old_LA_E_9231700,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000410,cmb_train_000409,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7073170.wav,LA_E_7073170,old_LA_E_7073170,old_LA_E_7073170,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000411,cmb_train_000410,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_5104057.wav,LA_E_5104057,old_LA_E_5104057,old_LA_E_5104057,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000412,cmb_train_000411,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7536963.wav,LA_E_7536963,old_LA_E_7536963,old_LA_E_7536963,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000413,cmb_train_000412,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1805325.wav,LA_E_1805325,old_LA_E_1805325,old_LA_E_1805325,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000414,cmb_train_000413,old,train,data\realworld\processed\synthetic\replay\fake_replay_00494.wav,fake_replay_00494,old_fake_replay_00494,old_fake_replay_00494,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000415,cmb_train_000414,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1234102.wav,LA_E_1234102,old_LA_E_1234102,old_LA_E_1234102,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000416,cmb_train_000415,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8294405.wav,LA_E_8294405,old_LA_E_8294405,old_LA_E_8294405,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000417,cmb_train_000416,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_3916540.wav,LA_E_3916540,old_LA_E_3916540,old_LA_E_3916540,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000418,cmb_train_000417,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_8201219.wav,LA_E_8201219,old_LA_E_8201219,old_LA_E_8201219,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000419,cmb_train_000418,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_4705446.wav,LA_E_4705446,old_LA_E_4705446,old_LA_E_4705446,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000420,cmb_train_000419,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_1296205.wav,LA_E_1296205,old_LA_E_1296205,old_LA_E_1296205,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000421,cmb_train_000420,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_7269427.wav,LA_E_7269427,old_LA_E_7269427,old_LA_E_7269427,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000422,cmb_train_000421,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6120079.wav,LA_E_6120079,old_LA_E_6120079,old_LA_E_6120079,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
aft_train_000423,cmb_train_000422,old,train,E:\FYP\DataSet\English\ASVspoof2021_LA_eval\LA_clips\LA_E_6805669.wav,LA_E_6805669,old_LA_E_6805669,old_LA_E_6805669,1,old_synthesis,old_synthesis,0,1.0,old_old_synthesis,old_first_window,0.0,4.0,True,clean_direct,ai,0,,,Old balanced subset for Phase 7C2 fine-tuning prep.
