threshold,total,positives,negatives,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,clean_false_positive_rate,positive_detected_rate,clean_negative_total,clean_false_mixer_count,clean_false_mixer_rate,mixer_total,mixer_detected_count,mixer_detected_rate,task_name,feature_set,clean_human_total,clean_human_false_ai_count,clean_human_false_ai_rate,clean_ai_total,clean_ai_detected_count,clean_ai_detected_rate,clean_false_replay_count,clean_false_replay_rate,replay_total,replay_detected_count,replay_detected_rate
0.9,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.1,92,46,46,40,6,1,45,0.9239130434782609,0.9239130434782609,0.8823529411764706,0.9782608695652174,0.9278350515463918,0.8695652173913043,0.13043478260869565,0.021739130434782608,0.13043478260869565,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,6.0,0.13043478260869565,46.0,45.0,0.9782608695652174
0.15,92,46,46,41,5,1,45,0.9347826086956522,0.9347826086956521,0.9,0.9782608695652174,0.9375,0.8913043478260869,0.10869565217391304,0.021739130434782608,0.10869565217391304,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,5.0,0.10869565217391304,46.0,45.0,0.9782608695652174
0.2,92,46,46,42,4,1,45,0.9456521739130435,0.9456521739130435,0.9183673469387755,0.9782608695652174,0.9473684210526315,0.9130434782608695,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,4.0,0.08695652173913043,46.0,45.0,0.9782608695652174
0.25,92,46,46,42,4,1,45,0.9456521739130435,0.9456521739130435,0.9183673469387755,0.9782608695652174,0.9473684210526315,0.9130434782608695,0.08695652173913043,0.021739130434782608,0.08695652173913043,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,4.0,0.08695652173913043,46.0,45.0,0.9782608695652174
0.3,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.35,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.4,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.45,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.5,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.55,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.6,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.65,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.7,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.75,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.8,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.85,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.9,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,,,,,,replay_file_model,acoustic,,,,,,,0.0,0.0,46.0,45.0,0.9782608695652174
0.1,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.15,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.2,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.25,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.3,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.35,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.4,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.45,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.5,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.55,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.6,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.65,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.7,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.75,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.8,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.85,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.9,92,46,46,45,1,4,42,0.9456521739130435,0.9456521739130435,0.9767441860465116,0.9130434782608695,0.9438202247191011,0.9782608695652174,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.9130434782608695,46.0,,,,,,replay_file_model,combined,,,,,,,1.0,0.021739130434782608,46.0,42.0,0.9130434782608695
0.1,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.15,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.2,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.25,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.3,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.35,92,46,46,44,2,1,45,0.967391304347826,0.9673913043478262,0.9574468085106383,0.9782608695652174,0.967741935483871,0.9565217391304348,0.043478260869565216,0.021739130434782608,0.043478260869565216,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,2.0,0.043478260869565216,46.0,45.0,0.9782608695652174
0.4,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.45,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.5,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.55,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174
0.6,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.65,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.7,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.75,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348
0.8,92,46,46,45,1,5,41,0.9347826086956522,0.9347826086956521,0.9761904761904762,0.8913043478260869,0.9318181818181818,0.9782608695652174,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.8913043478260869,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,41.0,0.8913043478260869
0.85,92,46,46,45,1,5,41,0.9347826086956522,0.9347826086956521,0.9761904761904762,0.8913043478260869,0.9318181818181818,0.9782608695652174,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.8913043478260869,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,41.0,0.8913043478260869
0.9,92,46,46,45,1,5,41,0.9347826086956522,0.9347826086956521,0.9761904761904762,0.8913043478260869,0.9318181818181818,0.9782608695652174,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.8913043478260869,46.0,,,,,,replay_file_model,ssl,,,,,,,1.0,0.021739130434782608,46.0,41.0,0.8913043478260869
