sample_id,manipulation_type,source_origin,variant_id,baseline_status_baseline,baseline_status_r2_product,baseline_status_r2_loss,prediction_baseline,prediction_r2_product,prediction_r2_loss,decision_score_baseline,decision_score_r2_product,decision_score_r2_loss,max_chunk_spoof_baseline,max_chunk_spoof_r2_product,max_chunk_spoof_r2_loss,suspicious_chunk_ratio_baseline,suspicious_chunk_ratio_r2_product,suspicious_chunk_ratio_r2_loss,partial_region_detected_baseline,partial_region_detected_r2_product,partial_region_detected_r2_loss,baseline_better,r2_product_better,r2_loss_better,clean_human_r2_product_better,clean_human_r2_loss_better,disagreement_type
ai_011_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.4375,0.0625,0.0625,0.9874479174613952,0.8661325573921204,0.9091032147407532,0.4375,0.0625,0.0625,False,False,False,,,,tie,tie,mixed_disagreement
human_011_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_accepted,clean_human_accepted,FAKE,REAL,REAL,1.0,0.1666666666666666,0.3333333333333333,0.999969720840454,0.999549686908722,0.9980543851852416,1.0,0.1666666666666666,0.3333333333333333,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_011_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,REAL,0.8666666666666667,0.2,0.3333333333333333,0.9999885559082032,0.999555766582489,0.9980619549751282,0.8666666666666667,0.2,0.3333333333333333,True,True,True,,,,tie,tie,agreement
human_011_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,0.9166666666666666,0.75,0.8333333333333334,1.0,0.9999805688858032,0.9999910593032836,0.9166666666666666,0.75,0.8333333333333334,False,False,False,,,,tie,tie,agreement
human_011_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_missed,human_replay_missed,FAKE,REAL,REAL,0.7272727272727273,0.0,0.0,0.9729852676391602,0.1484788209199905,0.2924437224864959,0.7272727272727273,0.0,0.0,False,False,False,,,,tie,tie,replay_mixer_disagreement
ai_012_direct,clean_direct,ai,ai_direct,direct_ai_missed,direct_ai_missed,direct_ai_missed,REAL,REAL,REAL,0.0,0.0,0.0,0.1375324726104736,7.813212141627446e-05,0.001208945759572,0.0,0.0,0.0,False,False,False,,,,tie,tie,agreement
ai_012_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.1875,0.0625,0.0625,0.9999990463256836,0.8354835510253906,0.8299749493598938,0.1875,0.0625,0.0625,True,True,True,,,,tie,tie,agreement
ai_012_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_012_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,FAKE,REAL,REAL,0.7058823529411765,0.2352941176470588,0.2941176470588235,0.9997137188911438,0.8258005380630493,0.8568721413612366,0.7058823529411765,0.2352941176470588,0.2941176470588235,False,False,False,,,,tie,tie,mixed_disagreement
human_012_clean,clean_direct,human,human_clean,clean_human_borderline,clean_human_accepted,clean_human_accepted,REAL,REAL,REAL,0.6923076923076923,0.0769230769230769,0.0769230769230769,0.9999997615814208,0.9783847332000732,0.9769127368927002,0.6923076923076923,0.0769230769230769,0.0769230769230769,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_012_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.6875,0.0,0.0,0.9999997615814208,0.5871443748474121,0.6498008370399475,0.6875,0.0,0.0,True,True,True,,,,tie,tie,agreement
human_012_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_012_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_013_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.3529411764705882,0.2352941176470588,0.2941176470588235,0.9999908208847046,0.9996280670166016,0.9996206760406494,0.3529411764705882,0.2352941176470588,0.2941176470588235,False,False,False,,,,tie,tie,agreement
ai_013_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.35,0.15,0.15,0.9999954700469972,0.9980199337005616,0.9984573125839232,0.35,0.15,0.15,True,True,True,,,,tie,tie,agreement
ai_013_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999996423721312,0.9999998807907104,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_013_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.6666666666666666,0.0,0.1111111111111111,0.9999902248382568,0.6074885129928589,0.7057850360870361,0.6666666666666666,0.0,0.1111111111111111,False,False,False,,,,tie,tie,mixed_disagreement
human_013_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_accepted,clean_human_accepted,FAKE,REAL,REAL,1.0,0.25,0.4166666666666667,1.0,0.991271674633026,0.994390904903412,1.0,0.25,0.4166666666666667,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_013_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,REAL,0.8666666666666667,0.2666666666666666,0.2666666666666666,1.0,0.991271674633026,0.994369089603424,0.8666666666666667,0.2666666666666666,0.2666666666666666,True,True,True,,,,tie,tie,agreement
human_013_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_013_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_missed,human_replay_missed,FAKE,REAL,REAL,0.9166666666666666,0.0,0.0,0.99977308511734,0.5841822624206543,0.6282933950424194,0.9166666666666666,0.0,0.0,False,False,False,,,,tie,tie,replay_mixer_disagreement
ai_014_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.2666666666666666,0.2,0.2,0.9998701810836792,0.9730620980262756,0.9786719083786012,0.2666666666666666,0.2,0.2,False,False,False,,,,tie,tie,agreement
ai_014_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.4117647058823529,0.2352941176470588,0.4117647058823529,1.0,0.9996222257614136,0.9998005032539368,0.4117647058823529,0.2352941176470588,0.4117647058823529,True,True,True,,,,tie,tie,agreement
ai_014_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999984502792358,0.9999995231628418,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_014_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.5,0.1111111111111111,0.1111111111111111,0.9998511075973512,0.8253787159919739,0.890198826789856,0.5,0.1111111111111111,0.1111111111111111,False,False,False,,,,tie,tie,mixed_disagreement
human_014_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_borderline,clean_human_false_alarm,FAKE,REAL,FAKE,1.0,0.6923076923076923,0.8461538461538461,1.0,0.9975751042366028,0.9982317090034484,1.0,0.6923076923076923,0.8461538461538461,False,False,False,False,True,False,r2_better,tie,mixed_disagreement
human_014_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,FAKE,0.9333333333333332,0.6666666666666666,0.7333333333333333,1.0,0.9989896416664124,0.9990563988685608,0.9333333333333332,0.6666666666666666,0.7333333333333333,True,True,True,,,,tie,tie,agreement
human_014_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999994039535522,0.9999998807907104,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_014_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999992847442628,0.9999998807907104,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_015_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.6470588235294118,0.1764705882352941,0.1764705882352941,0.9999849796295166,0.9986409544944764,0.9986979961395264,0.6470588235294118,0.1764705882352941,0.1764705882352941,False,False,False,,,,tie,tie,agreement
ai_015_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9999998807907104,0.999864935874939,0.9999376535415648,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,True,True,,,,tie,tie,agreement
ai_015_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.999990463256836,0.9999982118606568,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_015_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.6666666666666666,0.0555555555555555,0.0555555555555555,0.9999933242797852,0.6834722757339478,0.7789857983589172,0.6666666666666666,0.0555555555555555,0.0555555555555555,False,False,False,,,,tie,tie,mixed_disagreement
human_015_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_accepted,clean_human_accepted,FAKE,REAL,REAL,0.8333333333333334,0.5833333333333334,0.5833333333333334,1.0,0.9997517466545104,0.999523401260376,0.8333333333333334,0.5833333333333334,0.5833333333333334,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_015_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,REAL,0.8,0.6,0.6,1.0,0.9990890026092528,0.9988840222358704,0.8,0.6,0.6,True,True,True,,,,tie,tie,agreement
human_015_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_015_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_missed,human_replay_missed,FAKE,REAL,REAL,0.8333333333333334,0.1666666666666666,0.3333333333333333,1.0,0.9493885040283204,0.989790976047516,0.8333333333333334,0.1666666666666666,0.3333333333333333,False,False,False,,,,tie,tie,replay_mixer_disagreement
ai_016_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.5882352941176471,0.1176470588235294,0.2352941176470588,0.9999997615814208,0.9789956212043762,0.9834227561950684,0.5882352941176471,0.1176470588235294,0.2352941176470588,False,False,False,,,,tie,tie,agreement
ai_016_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.5238095238095238,0.1904761904761904,0.238095238095238,1.0,0.9983990788459778,0.997825801372528,0.5238095238095238,0.1904761904761904,0.238095238095238,True,True,True,,,,tie,tie,agreement
ai_016_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999977350234984,0.9999979734420776,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_016_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.625,0.125,0.125,0.9956005811691284,0.7394223809242249,0.8640812635421753,0.625,0.125,0.125,False,False,False,,,,tie,tie,mixed_disagreement
human_016_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_accepted,clean_human_accepted,FAKE,REAL,REAL,0.75,0.25,0.25,0.998039186000824,0.995226263999939,0.9966885447502136,0.75,0.25,0.25,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_016_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed,REAL,REAL,REAL,0.5263157894736842,0.1052631578947368,0.1052631578947368,0.9907855987548828,0.6804540753364563,0.7970043420791626,0.5263157894736842,0.1052631578947368,0.1052631578947368,True,False,False,,,,tie,tie,partial_disagreement
human_016_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_016_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999980926513672,0.9999997615814208,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_017_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_missed,REAL,REAL,REAL,0.4444444444444444,0.1666666666666666,0.1666666666666666,0.9999992847442628,0.8099533319473267,0.8810532093048096,0.4444444444444444,0.1666666666666666,0.1666666666666666,False,False,False,,,,tie,tie,direct_ai_disagreement
ai_017_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.4761904761904761,0.238095238095238,0.238095238095238,1.0,0.9995575547218324,0.999455749988556,0.4761904761904761,0.238095238095238,0.238095238095238,True,True,True,,,,tie,tie,agreement
ai_017_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,1.0,0.9444444444444444,0.9444444444444444,False,False,False,,,,tie,tie,agreement
ai_017_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.6153846153846154,0.0769230769230769,0.1538461538461538,0.9970073103904724,0.685528576374054,0.8188092112541199,0.6153846153846154,0.0769230769230769,0.1538461538461538,False,False,False,,,,tie,tie,mixed_disagreement
human_017_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_accepted,clean_human_accepted,FAKE,REAL,REAL,1.0,0.3333333333333333,0.3333333333333333,1.0,0.9996999502182008,0.9997175335884094,1.0,0.3333333333333333,0.3333333333333333,False,False,False,False,True,True,r2_better,r2_better,mixed_disagreement
human_017_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,REAL,REAL,0.8947368421052632,0.4736842105263157,0.5263157894736842,1.0,0.999631643295288,0.9997102618217468,0.8947368421052632,0.4736842105263157,0.5263157894736842,True,True,True,,,,tie,tie,agreement
human_017_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_017_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,0.8181818181818182,0.9090909090909092,1.0,0.9999991655349731,0.9999996423721312,1.0,0.8181818181818182,0.9090909090909092,False,False,False,,,,tie,tie,agreement
ai_018_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.3529411764705882,0.4117647058823529,0.4117647058823529,0.9999998807907104,0.999795377254486,0.9998058676719666,0.3529411764705882,0.4117647058823529,0.4117647058823529,False,False,False,,,,tie,tie,agreement
ai_018_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.4736842105263157,0.4210526315789473,0.4210526315789473,0.9999998807907104,0.9997522234916688,0.9997761845588684,0.4736842105263157,0.4210526315789473,0.4210526315789473,True,True,True,,,,tie,tie,agreement
ai_018_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_018_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_missed,REAL,REAL,REAL,0.6,0.1333333333333333,0.1333333333333333,0.9902350902557372,0.885433554649353,0.9330658316612244,0.6,0.1333333333333333,0.1333333333333333,False,False,False,,,,tie,tie,mixed_disagreement
human_018_clean,clean_direct,human,human_clean,clean_human_accepted,clean_human_accepted,clean_human_accepted,REAL,REAL,REAL,0.5833333333333334,0.0,0.0,0.9956769347190856,0.2318750172853469,0.5023193359375,0.5833333333333334,0.0,0.0,False,False,False,False,False,False,tie,tie,agreement
human_018_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_detected,REAL,REAL,REAL,0.4666666666666667,0.0,0.0666666666666666,0.9956262111663818,0.4697939157485962,0.8031737804412842,0.4666666666666667,0.0,0.0666666666666666,True,False,True,,,,tie,tie,partial_disagreement
human_018_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,0.8333333333333334,1.0,1.0,0.9998528957366944,0.9999477863311768,1.0,0.8333333333333334,1.0,False,False,False,,,,tie,tie,agreement
human_018_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected,FAKE,FAKE,FAKE,1.0,0.8,0.8,1.0,0.9964480400085448,0.9989637136459352,1.0,0.8,0.8,False,False,False,,,,tie,tie,agreement
ai_019_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.4444444444444444,0.1111111111111111,0.2777777777777778,0.997945249080658,0.91359943151474,0.9673795104026794,0.4444444444444444,0.1111111111111111,0.2777777777777778,False,False,False,,,,tie,tie,direct_ai_disagreement
ai_019_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.5714285714285714,0.3333333333333333,0.4285714285714285,1.0,0.9828562140464784,0.9842001795768738,0.5714285714285714,0.3333333333333333,0.4285714285714285,True,True,True,,,,tie,tie,agreement
ai_019_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,0.9444444444444444,1.0,1.0,0.9999943971633912,0.9999984502792358,1.0,0.9444444444444444,1.0,False,False,False,,,,tie,tie,agreement
ai_019_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,FAKE,REAL,REAL,0.8125,0.0,0.0,0.999962329864502,0.39094078540802,0.5967562794685364,0.8125,0.0,0.0,False,False,False,,,,tie,tie,mixed_disagreement
human_019_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm,FAKE,FAKE,FAKE,1.0,0.7857142857142857,0.8571428571428571,1.0,0.9998655319213868,0.9998371601104736,1.0,0.7857142857142857,0.8571428571428571,False,False,False,False,False,False,tie,tie,agreement
human_019_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed,FAKE,REAL,FAKE,0.8125,0.6875,0.75,1.0,0.9999767541885376,0.9999616146087646,0.8125,0.6875,0.75,True,False,False,,,,tie,tie,partial_disagreement
human_019_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_019_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_missed,human_replay_missed,FAKE,REAL,REAL,1.0,0.0,0.2222222222222222,0.9999998807907104,0.6305142641067505,0.7977932095527649,1.0,0.0,0.2222222222222222,False,False,False,,,,tie,tie,replay_mixer_disagreement
ai_020_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.5294117647058824,0.1176470588235294,0.1176470588235294,1.0,0.9998612403869628,0.9998956918716432,0.5294117647058824,0.1176470588235294,0.1176470588235294,False,False,False,,,,tie,tie,agreement
ai_020_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_missed,partial_fabrication_missed,partial_fabrication_detected,REAL,REAL,REAL,0.631578947368421,0.2105263157894736,0.3157894736842105,1.0,0.9980353713035583,0.99906188249588,0.631578947368421,0.2105263157894736,0.3157894736842105,False,False,True,,,,tie,tie,mixed_disagreement
ai_020_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_020_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,ai_replay_missed,ai_replay_missed,FAKE,REAL,REAL,0.7222222222222222,0.0,0.0,0.9989657402038574,0.4900888204574585,0.6221150755882263,0.7222222222222222,0.0,0.0,False,False,False,,,,tie,tie,mixed_disagreement
human_020_clean,clean_direct,human,human_clean,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,tie,tie,agreement
human_020_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,FAKE,FAKE,FAKE,0.9411764705882352,0.8235294117647058,0.8823529411764706,1.0,1.0,1.0,0.9411764705882352,0.8235294117647058,0.8823529411764706,True,True,True,,,,tie,tie,agreement
human_020_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
human_020_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,human_replay_missed,human_replay_missed,FAKE,REAL,REAL,1.0,0.1818181818181818,0.2727272727272727,0.9999605417251588,0.8938665986061096,0.9754135012626648,1.0,0.1818181818181818,0.2727272727272727,False,False,False,,,,tie,tie,replay_mixer_disagreement
ai_021_direct,clean_direct,ai,ai_direct,direct_ai_missed,direct_ai_missed,direct_ai_missed,REAL,REAL,REAL,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.6809316277503967,0.766992449760437,0.9163345098495485,0.0666666666666666,0.0666666666666666,0.0666666666666666,False,False,False,,,,tie,tie,agreement
ai_021_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected,REAL,REAL,REAL,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.9997569918632508,0.6874726414680481,0.8678778409957886,0.3333333333333333,0.1111111111111111,0.1111111111111111,True,True,True,,,,tie,tie,agreement
ai_021_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected,FAKE,FAKE,FAKE,1.0,1.0,1.0,1.0,0.9999996423721312,0.9999997615814208,1.0,1.0,1.0,False,False,False,,,,tie,tie,agreement
ai_021_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_missed,ai_replay_file_level_missed_but_segment_suspicious,REAL,REAL,REAL,0.5625,0.0625,0.125,0.9959298968315125,0.9163345098495485,0.954094648361206,0.5625,0.0625,0.125,False,False,False,,,,tie,tie,mixed_disagreement
human_021_clean,clean_direct,human,human_clean,clean_human_accepted,clean_human_accepted,clean_human_accepted,REAL,REAL,REAL,0.5333333333333333,0.1333333333333333,0.1333333333333333,0.9997640252113342,0.7232117056846619,0.7232117056846619,0.5333333333333333,0.1333333333333333,0.1333333333333333,False,False,False,False,False,False,tie,tie,agreement
human_021_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_missed,partial_fabrication_missed,partial_fabrication_missed,REAL,REAL,REAL,0.3888888888888889,0.0555555555555555,0.0555555555555555,0.9997761845588684,0.6790723204612732,0.6651931405067444,0.3888888888888889,0.0555555555555555,0.0555555555555555,False,False,False,,,,tie,tie,agreement
human_021_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected,FAKE,FAKE,FAKE,0.9333333333333332,0.9333333333333332,1.0,0.999981164932251,0.9999996423721312,0.9999991655349731,0.9333333333333332,0.9333333333333332,1.0,False,False,False,,,,tie,tie,agreement
