filepath,dataset,label,attack_type,domain,file_exists,checked_path
data\realworld\processed\youtube\podcast\clips\3zGbAKvbMpc_clip0040.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\3zGbAKvbMpc_clip0040.wav
data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0123.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0123.wav
data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0152.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0152.wav
data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0033.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0033.wav
data\realworld\processed\youtube\podcast\clips\PsHx7bMIFC4_clip0116.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\PsHx7bMIFC4_clip0116.wav
data\realworld\processed\youtube\podcast\clips\rpFmRq5KeJs_clip0061.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\rpFmRq5KeJs_clip0061.wav
data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0158.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0158.wav
data\realworld\processed\youtube\podcast\clips\F1aanc-rxao_clip0001.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\F1aanc-rxao_clip0001.wav
data\realworld\processed\youtube\podcast\clips\C8USApQKRg4_clip0069.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\C8USApQKRg4_clip0069.wav
data\realworld\processed\youtube\podcast\clips\nCTWOExX8Is_clip0020.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\nCTWOExX8Is_clip0020.wav
data\realworld\processed\youtube\podcast\clips\yjud1gnBfDc_clip0050.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\yjud1gnBfDc_clip0050.wav
data\realworld\processed\youtube\podcast\clips\8UYbUsfbBW0_clip0020.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\8UYbUsfbBW0_clip0020.wav
data\realworld\processed\youtube\podcast\clips\oTZTH-tBXpw_clip0170.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\oTZTH-tBXpw_clip0170.wav
data\realworld\processed\youtube\podcast\clips\JJDQNZ3u7MY_clip0003.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\JJDQNZ3u7MY_clip0003.wav
data\realworld\processed\youtube\podcast\clips\-AOQl94ZYn8_clip0006.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\-AOQl94ZYn8_clip0006.wav
data\realworld\processed\youtube\podcast\clips\wJWopLzBkcA_clip0046.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\wJWopLzBkcA_clip0046.wav
data\realworld\processed\youtube\podcast\clips\LJrNBdkgC28_clip0023.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\LJrNBdkgC28_clip0023.wav
data\realworld\processed\youtube\podcast\clips\72VGurgj2fg_clip0031.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\72VGurgj2fg_clip0031.wav
data\realworld\processed\youtube\podcast\clips\abenPXiUkPQ_clip0134.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\abenPXiUkPQ_clip0134.wav
data\realworld\processed\youtube\podcast\clips\6PJnEdbq8qc_clip0002.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\6PJnEdbq8qc_clip0002.wav
data\realworld\processed\youtube\podcast\clips\l__7GjhNdtc_clip0094.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\l__7GjhNdtc_clip0094.wav
data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0043.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0043.wav
data\realworld\processed\youtube\podcast\clips\VE-TMi8nWiY_clip0056.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\VE-TMi8nWiY_clip0056.wav
data\realworld\processed\youtube\podcast\clips\kdIFshkYgoc_clip0001.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\kdIFshkYgoc_clip0001.wav
data\realworld\processed\youtube\podcast\clips\ppf9j8x0LA8_clip0027.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\ppf9j8x0LA8_clip0027.wav
data\realworld\processed\youtube\podcast\clips\jNI0fiX4q4A_clip0066.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\jNI0fiX4q4A_clip0066.wav
data\realworld\processed\youtube\podcast\clips\wG1xwUlVTyM_clip0001.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\wG1xwUlVTyM_clip0001.wav
data\realworld\processed\youtube\podcast\clips\NapxNboSeKM_clip0031.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\NapxNboSeKM_clip0031.wav
data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0019.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0019.wav
data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0059.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0059.wav
data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0001.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0001.wav
data\realworld\processed\youtube\podcast\clips\Ostcz_N_MgA_clip0047.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\Ostcz_N_MgA_clip0047.wav
data\realworld\processed\youtube\podcast\clips\ezg7-E8Tm_g_clip0050.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\ezg7-E8Tm_g_clip0050.wav
data\realworld\processed\youtube\podcast\clips\f9gxmUjPSSQ_clip0006.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\f9gxmUjPSSQ_clip0006.wav
data\realworld\processed\youtube\podcast\clips\Z42TZ9-Aqak_clip0044.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\Z42TZ9-Aqak_clip0044.wav
data\realworld\processed\youtube\podcast\clips\mbuNh0YY6hs_clip0076.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\mbuNh0YY6hs_clip0076.wav
data\realworld\processed\youtube\podcast\clips\BEf1vUqOniU_clip0070.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\BEf1vUqOniU_clip0070.wav
data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0149.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\SZeF-yMy8GM_clip0149.wav
data\realworld\processed\youtube\podcast\clips\o_XVt5rdpFY_clip0022.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\o_XVt5rdpFY_clip0022.wav
data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0031.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0031.wav
data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0167.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0167.wav
data\realworld\processed\youtube\podcast\clips\P26AE7NLx4Q_clip0029.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\P26AE7NLx4Q_clip0029.wav
data\realworld\processed\youtube\podcast\clips\JJDQNZ3u7MY_clip0015.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\JJDQNZ3u7MY_clip0015.wav
data\realworld\processed\youtube\podcast\clips\yuLGbVzHAIw_clip0001.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\yuLGbVzHAIw_clip0001.wav
data\realworld\processed\youtube\podcast\clips\POomtWy1sls_clip0026.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\POomtWy1sls_clip0026.wav
data\realworld\processed\youtube\podcast\clips\x-w-gTHtrSQ_clip0009.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\x-w-gTHtrSQ_clip0009.wav
data\realworld\processed\youtube\podcast\clips\KydE8gz7hpc_clip0108.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\KydE8gz7hpc_clip0108.wav
data\realworld\processed\youtube\podcast\clips\hgl-gmV8OK8_clip0061.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\hgl-gmV8OK8_clip0061.wav
data\realworld\processed\youtube\podcast\clips\cGFgLg7VHWA_clip0072.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\cGFgLg7VHWA_clip0072.wav
data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0030.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0030.wav
data\realworld\processed\youtube\podcast\clips\ZLZt_-GU_SA_clip0008.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\ZLZt_-GU_SA_clip0008.wav
data\realworld\processed\youtube\podcast\clips\KydE8gz7hpc_clip0114.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\KydE8gz7hpc_clip0114.wav
data\realworld\processed\youtube\podcast\clips\L56CL1EUxfY_clip0007.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\L56CL1EUxfY_clip0007.wav
data\realworld\processed\youtube\podcast\clips\r44M4yRgxQc_clip0057.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\r44M4yRgxQc_clip0057.wav
data\realworld\processed\youtube\podcast\clips\bVnOGYiPj2E_clip0032.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\bVnOGYiPj2E_clip0032.wav
data\realworld\processed\youtube\podcast\clips\xp--TdCU9GI_clip0146.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\xp--TdCU9GI_clip0146.wav
data\realworld\processed\youtube\podcast\clips\FYVGvaq56qo_clip0111.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\FYVGvaq56qo_clip0111.wav
data\realworld\processed\youtube\podcast\clips\apbSsILLh28_clip0118.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\apbSsILLh28_clip0118.wav
data\realworld\processed\youtube\podcast\clips\Ostcz_N_MgA_clip0099.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\Ostcz_N_MgA_clip0099.wav
data\realworld\processed\youtube\podcast\clips\crAbfsVgLvY_clip0036.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\crAbfsVgLvY_clip0036.wav
data\realworld\processed\youtube\podcast\clips\mMXikZM_O80_clip0086.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\mMXikZM_O80_clip0086.wav
data\realworld\processed\youtube\podcast\clips\ezg7-E8Tm_g_clip0073.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\ezg7-E8Tm_g_clip0073.wav
data\realworld\processed\youtube\podcast\clips\H6xNa2q2bcI_clip0050.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\H6xNa2q2bcI_clip0050.wav
data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0101.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0101.wav
data\realworld\processed\youtube\podcast\clips\B2rYi0cyV0M_clip0000.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\B2rYi0cyV0M_clip0000.wav
data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0119.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0119.wav
data\realworld\processed\youtube\podcast\clips\C8USApQKRg4_clip0072.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\C8USApQKRg4_clip0072.wav
data\realworld\processed\youtube\podcast\clips\9qDW_ZKpvxI_clip0019.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\9qDW_ZKpvxI_clip0019.wav
data\realworld\processed\youtube\podcast\clips\W6clDEqtkfs_clip0105.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\W6clDEqtkfs_clip0105.wav
data\realworld\processed\youtube\podcast\clips\PiEk4cI1I3w_clip0073.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\PiEk4cI1I3w_clip0073.wav
data\realworld\processed\youtube\podcast\clips\j5lbGP4_IIQ_clip0031.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\j5lbGP4_IIQ_clip0031.wav
data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0031.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0031.wav
data\realworld\processed\youtube\podcast\clips\r44M4yRgxQc_clip0010.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\r44M4yRgxQc_clip0010.wav
data\realworld\processed\youtube\podcast\clips\BEf1vUqOniU_clip0045.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\BEf1vUqOniU_clip0045.wav
data\realworld\processed\youtube\podcast\clips\0lW7FU7e0jo_clip0040.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\0lW7FU7e0jo_clip0040.wav
data\realworld\processed\youtube\podcast\clips\6JWwNwHxPW8_clip0033.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\6JWwNwHxPW8_clip0033.wav
data\realworld\processed\youtube\podcast\clips\NmfkFMPaRyE_clip0127.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\NmfkFMPaRyE_clip0127.wav
data\realworld\processed\youtube\podcast\clips\mbuNh0YY6hs_clip0147.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\mbuNh0YY6hs_clip0147.wav
data\realworld\processed\youtube\podcast\clips\vIVZCtr76VI_clip0057.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\vIVZCtr76VI_clip0057.wav
data\realworld\processed\youtube\podcast\clips\crAbfsVgLvY_clip0111.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\crAbfsVgLvY_clip0111.wav
data\realworld\processed\youtube\podcast\clips\wJWopLzBkcA_clip0010.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\wJWopLzBkcA_clip0010.wav
data\realworld\processed\youtube\podcast\clips\W6clDEqtkfs_clip0095.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\W6clDEqtkfs_clip0095.wav
data\realworld\processed\youtube\podcast\clips\L87PAAejHPs_clip0136.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\L87PAAejHPs_clip0136.wav
data\realworld\processed\youtube\podcast\clips\BYx63PKKPvg_clip0015.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\BYx63PKKPvg_clip0015.wav
data\realworld\processed\youtube\podcast\clips\WOmxwPAD-Ro_clip0073.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\WOmxwPAD-Ro_clip0073.wav
data\realworld\processed\youtube\podcast\clips\E5hU-gQm0r0_clip0013.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\E5hU-gQm0r0_clip0013.wav
data\realworld\processed\youtube\podcast\clips\mDlrloCobao_clip0036.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\mDlrloCobao_clip0036.wav
data\realworld\processed\youtube\podcast\clips\mMXikZM_O80_clip0121.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\mMXikZM_O80_clip0121.wav
data\realworld\processed\youtube\podcast\clips\-AOQl94ZYn8_clip0084.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\-AOQl94ZYn8_clip0084.wav
data\realworld\processed\youtube\podcast\clips\kmQBICeWhAQ_clip0063.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\kmQBICeWhAQ_clip0063.wav
data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0101.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0101.wav
data\realworld\processed\youtube\podcast\clips\6PJnEdbq8qc_clip0171.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\6PJnEdbq8qc_clip0171.wav
data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0155.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0155.wav
data\realworld\processed\youtube\podcast\clips\zfWxyx_SNdQ_clip0004.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\zfWxyx_SNdQ_clip0004.wav
data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0019.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\--NqGw9rfNA_clip0019.wav
data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0046.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XEBBMJirtJA_clip0046.wav
data\realworld\processed\youtube\podcast\clips\bJ5v5stsAwI_clip0088.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\bJ5v5stsAwI_clip0088.wav
data\realworld\processed\youtube\podcast\clips\6JWwNwHxPW8_clip0010.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\6JWwNwHxPW8_clip0010.wav
data\realworld\processed\youtube\podcast\clips\n4yartbA8-s_clip0058.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\n4yartbA8-s_clip0058.wav
data\realworld\processed\youtube\podcast\clips\0s4CvEQ_cCE_clip0046.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\0s4CvEQ_cCE_clip0046.wav
data\realworld\processed\youtube\podcast\clips\rYuiOUPE7N8_clip0096.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\rYuiOUPE7N8_clip0096.wav
data\realworld\processed\youtube\podcast\clips\WCsCkdmyPS8_clip0136.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\WCsCkdmyPS8_clip0136.wav
data\realworld\processed\youtube\podcast\clips\-j431yy7IMw_clip0041.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\-j431yy7IMw_clip0041.wav
data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0177.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0177.wav
data\realworld\processed\youtube\podcast\clips\gD4NEO51lio_clip0143.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\gD4NEO51lio_clip0143.wav
data\realworld\processed\youtube\podcast\clips\oTZTH-tBXpw_clip0064.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\oTZTH-tBXpw_clip0064.wav
data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0048.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0048.wav
data\realworld\processed\youtube\podcast\clips\FYVGvaq56qo_clip0102.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\FYVGvaq56qo_clip0102.wav
data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0070.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\9IXHwm0rN5s_clip0070.wav
data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0182.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\HIWJli9_KPo_clip0182.wav
data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0160.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\XQKQwZZWKz4_clip0160.wav
data\realworld\processed\youtube\podcast\clips\3MG1uS5wzU8_clip0058.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\3MG1uS5wzU8_clip0058.wav
data\realworld\processed\youtube\podcast\clips\yuLGbVzHAIw_clip0066.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\yuLGbVzHAIw_clip0066.wav
data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0024.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\K_RSZC0s8a4_clip0024.wav
data\realworld\processed\youtube\podcast\clips\yqcBqyVL8d0_clip0060.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\yqcBqyVL8d0_clip0060.wav
data\realworld\processed\youtube\podcast\clips\hgl-gmV8OK8_clip0030.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\hgl-gmV8OK8_clip0030.wav
data\realworld\processed\youtube\podcast\clips\rpFmRq5KeJs_clip0071.wav,RealWorld,bonafide,bonafide,podcast,True,data\realworld\processed\youtube\podcast\clips\rpFmRq5KeJs_clip0071.wav
data\realworld\processed\youtube\social\clips\dGo03fTN8-E_clip0011.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\dGo03fTN8-E_clip0011.wav
data\realworld\processed\youtube\social\clips\LrD4QxIkaPA_clip0016.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\LrD4QxIkaPA_clip0016.wav
data\realworld\processed\youtube\social\clips\2K_mwLOyj7A_clip0038.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\2K_mwLOyj7A_clip0038.wav
data\realworld\processed\youtube\social\clips\y0zKObB1oPY_clip0031.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\y0zKObB1oPY_clip0031.wav
data\realworld\processed\youtube\social\clips\y0zKObB1oPY_clip0026.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\y0zKObB1oPY_clip0026.wav
data\realworld\processed\youtube\social\clips\JsYOwJIdyQs_clip0054.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\JsYOwJIdyQs_clip0054.wav
data\realworld\processed\youtube\social\clips\_XypEBYioX0_clip0047.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\_XypEBYioX0_clip0047.wav
data\realworld\processed\youtube\social\clips\O0JZf2htyF0_clip0032.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\O0JZf2htyF0_clip0032.wav
data\realworld\processed\youtube\social\clips\1RVSACrAV3w_clip0009.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\1RVSACrAV3w_clip0009.wav
data\realworld\processed\youtube\social\clips\1RVSACrAV3w_clip0046.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\1RVSACrAV3w_clip0046.wav
data\realworld\processed\youtube\social\clips\-GtEGVtitCk_clip0079.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\-GtEGVtitCk_clip0079.wav
data\realworld\processed\youtube\social\clips\penB2ejyq1U_clip0016.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\penB2ejyq1U_clip0016.wav
data\realworld\processed\youtube\social\clips\GH3eWEkCNnA_clip0026.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\GH3eWEkCNnA_clip0026.wav
data\realworld\processed\youtube\social\clips\K-OSFMBO6hM_clip0003.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\K-OSFMBO6hM_clip0003.wav
data\realworld\processed\youtube\social\clips\HdkONmD0Ju8_clip0060.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\HdkONmD0Ju8_clip0060.wav
data\realworld\processed\youtube\social\clips\lgwva9zcENo_clip0001.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\lgwva9zcENo_clip0001.wav
data\realworld\processed\youtube\social\clips\G63HwCinnPA_clip0021.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\G63HwCinnPA_clip0021.wav
data\realworld\processed\youtube\social\clips\fxiHgEwJBkM_clip0046.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\fxiHgEwJBkM_clip0046.wav
data\realworld\processed\youtube\social\clips\3AUg3fwAleg_clip0028.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\3AUg3fwAleg_clip0028.wav
data\realworld\processed\youtube\social\clips\Y912_lWq_HA_clip0049.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\Y912_lWq_HA_clip0049.wav
data\realworld\processed\youtube\social\clips\Hh0yB1-yAB0_clip0023.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\Hh0yB1-yAB0_clip0023.wav
data\realworld\processed\youtube\social\clips\penB2ejyq1U_clip0029.wav,RealWorld,bonafide,bonafide,social,True,data\realworld\processed\youtube\social\clips\penB2ejyq1U_clip0029.wav
