schema_version,file_id,audio_path,source_dataset,split,known_origin_label,known_manipulation_labels,duration_sec,sample_rate,feature_source,extraction_status,warning_message,rms_mean,rms_std,rms_min,rms_max,peak_amplitude,mean_amplitude,std_amplitude,dc_offset,zero_crossing_rate_mean,zero_crossing_rate_std,clipping_ratio,silence_ratio,active_audio_ratio,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_contrast_mean,spectral_contrast_std,low_band_energy_ratio,mid_band_energy_ratio,high_band_energy_ratio,very_high_band_energy_ratio,noise_floor_proxy,snr_proxy,dynamic_range_proxy,spectral_entropy_mean,spectral_entropy_std,high_freq_rolloff_ratio,bandwidth_occupied_95,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
phase8c_v1,phase7c1_collection_manifest_000027_ai_004_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_004_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,38.966,16000,phase8c_acoustic_librosa,ok,,0.064761423,0.022695463,0.017435798,0.14256799,0.43325105,0.049019831,0.068635972,-5.6533787e-05,0.21353766,0.12389137,0,0,1,2477.7396,1021.715,1907.1821,308.91151,4614.8142,1310.6649,0.053764573,0.040619508,22.49674,1.8329141,0.059030118,0.74510299,0.19586689,,0.031862605,2.9316007,0.12513219,4.6370407,0.69433654,0.57685178,0.85107422,-121.78925,25.755765,63.78078,31.251126,-15.636754,26.751511,-4.7194633,18.804129,-16.352919,15.300674,-8.0893236,12.756766,-22.580442,9.8110102,-12.837052,10.827516,-19.89167,9.6443442,-6.6628187,7.3641364,-13.770923,9.8354146,-5.8178698,8.6688575,-11.875874,7.3058185
phase8c_v1,phase7c1_collection_manifest_000028_human_004_clean,data/phase7c1/raw/human_clean/human_004_clean.wav,phase7c1,train,human,clean,39.339,16000,phase8c_acoustic_librosa,ok,,0.082956031,0.0382099,2.4084316e-05,0.17613612,0.5458473,0.06089146,0.091357824,-5.1385993e-05,0.10127509,0.051230688,0,0.00081300813,0.99918699,1489.5043,535.42354,1407.2937,403.42915,2843.0386,1138.3429,0.017864751,0.041188481,25.752047,3.4539654,0.24390673,0.74846699,0.0076262823,,0.014273475,8.7270064,0.17611204,3.624238,0.8682406,0.35537983,0.27636719,-196.8702,50.945911,114.71709,36.254478,-38.837222,30.432508,33.47403,23.89984,-0.85092519,14.2189,-34.69605,19.798425,-2.3280374,13.983991,-19.208248,12.554912,-12.221251,11.648929,-13.150244,11.479567,-12.368202,8.630899,-1.6538176,11.752476,-19.810115,9.9870518
phase8c_v1,phase7c1_collection_manifest_000029_human_004_fabricated,data/phase7c1/raw/human_fabricated/human_004_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,45.753,16000,phase8c_acoustic_librosa,ok,,0.077781692,0.038758148,2.4177452e-05,0.17516321,0.54897904,0.057106085,0.086910203,-4.1577066e-05,0.11248634,0.080482872,0,0.0006993007,0.9993007,1596.7297,710.22699,1458.8246,423.11693,3009.3859,1300.6391,0.019923079,0.045757234,25.728302,3.4471777,0.25724424,0.73364034,0.009115413,,0.014166775,8.672321,0.17513902,3.5793493,0.96822926,0.37617324,0.27685547,-210.95542,65.660191,104.10023,45.926892,-32.512104,34.666098,32.869258,25.047,-3.7858177,19.101052,-31.254023,21.153329,-4.0366591,14.766628,-18.748096,13.216606,-13.275333,12.250088,-12.864757,11.403917,-13.149379,9.3354498,-2.7729452,11.636957,-17.116668,11.813617
phase8c_v1,phase7c1_collection_manifest_000030_human_004_mixer_processed,data/phase7c1/raw/human_mixer/human_004_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,37.973,16000,phase8c_acoustic_librosa,ok,,0.12129793,0.0484372,3.8101887e-05,0.24435043,0.66341305,0.094505869,0.13063092,-5.460977e-05,0.11187112,0.043698325,0,0.00084245998,0.99915754,1530.2372,388.59969,1434.7717,313.34297,2780.809,851.09272,0.0086144648,0.016611121,26.097108,2.5535157,0.32415673,0.67024283,0.0056004424,,0.035976518,4.9674122,0.24431233,3.3557211,0.84540788,0.34760113,0.29150391,-157.84459,36.434979,105.5554,25.667206,-38.641944,22.944088,43.411612,20.46686,6.2367555,11.050674,-42.914593,16.804204,1.2334045,10.742683,-20.031813,10.299291,-16.802216,10.79096,-21.802837,9.4865928,-10.431247,7.8203348,-8.549609,9.6429642,-23.329526,8.2640259
phase8c_v1,phase7c1_collection_manifest_000031_human_004_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_004_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,35.888,16000,phase8c_acoustic_librosa,ok,,0.091701768,0.045546278,0.023749756,0.25107801,0.50047088,0.070249662,0.10242588,-4.7367915e-05,0.13500019,0.086393616,0,0,1,1780.0468,684.44158,1729.1877,314.07899,3575.5835,1233.1492,0.02495705,0.028846424,22.2828,1.3495607,0.031389491,0.94192218,0.026688333,,0.036703944,4.257557,0.22732826,3.5226115,1.18847,0.44694794,0.12548828,-138.28162,14.844728,92.142635,20.662068,-13.985834,13.978526,-0.98583275,10.412351,-21.778032,10.178403,-12.950909,8.9636774,-29.237282,7.9515553,-5.6156553,7.0043882,-25.563544,7.0165483,-2.7885104,6.2945385,-14.191729,6.5738992,-0.98004456,5.5830634,-12.192962,6.0120712
phase8c_v1,phase7c1_collection_manifest_000032_ai_005_direct,data/phase7c1/raw/ai_direct/ai_005_direct.wav,phase7c1,train,ai_synthetic,clean,55.771,16000,phase8c_acoustic_librosa,ok,,0.078911148,0.063429654,3.4245069e-05,0.25069436,0.76753724,0.055351825,0.10124775,0.00015061607,0.15524963,0.12928528,0,0.16236374,0.83763626,1887.2714,1267.8043,1684.8133,578.71754,3612.8263,2177.1794,0.054577216,0.069810213,21.329335,2.5531634,0.79914627,0.15100366,0.049850071,,6.942937e-05,2381.0689,0.25066012,3.9243897,1.1337439,0.45160329,0.37255859,-281.16161,171.62898,81.355381,82.389799,4.1521835,26.961303,14.584611,29.136714,14.311125,21.48397,0.57656367,13.237679,2.4255513,13.51262,-0.67164478,11.127562,-3.3313758,11.875566,2.1722403,12.394944,-3.2782962,9.3954471,-5.8637344,10.45576,-3.6934194,8.5912562
phase8c_v1,phase7c1_collection_manifest_000033_ai_005_fabricated,data/phase7c1/raw/ai_fabricated/ai_005_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,62.614,16000,phase8c_acoustic_librosa,ok,,0.0776328,0.059985969,3.1297554e-05,0.24318586,0.74448347,0.054638673,0.098115416,0.00026503308,0.14950962,0.12509341,0,0.1446091,0.8553909,1828.2254,1236.9403,1644.724,587.24846,3515.6849,2135.1683,0.049741641,0.067940558,21.493912,2.5255674,0.75545283,0.19934394,0.04520323,,7.1562106e-05,2219.1394,0.24315457,3.8691297,1.121331,0.43946061,0.30908203,-278.65257,163.945,86.063304,80.922295,3.2569935,28.8049,19.289591,32.352435,13.580396,21.715081,-1.0542556,15.37623,0.41002775,14.927692,0.55900954,12.40919,-4.1253397,12.610447,1.9734493,12.177593,-2.7379053,9.4213644,-5.5274722,10.596829,-2.9171988,8.836269
phase8c_v1,phase7c1_collection_manifest_000034_ai_005_mixer_processed,data/phase7c1/raw/ai_mixer/ai_005_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,56.341,16000,phase8c_acoustic_librosa,ok,,0.080360577,0.061367169,2.2625962e-05,0.3340539,0.67988759,0.060142157,0.10112229,-4.5274552e-05,0.12924425,0.086721399,0,0.00056785917,0.99943214,1568.9029,751.15922,1549.7269,384.89823,2912.492,1292.6937,0.028802293,0.045254407,23.030383,1.9500534,0.65463066,0.32841486,0.016954483,,0.0098519363,16.684815,0.33403128,4.064263,1.0336766,0.3640615,0.23046875,-193.0701,63.806961,110.43767,46.933399,-18.636678,19.431863,21.6972,25.915563,3.4618453,17.036954,-25.771741,16.348526,-2.325393,11.419441,-15.43509,8.8331003,-3.9409413,9.4389802,-12.197599,10.299434,-14.913814,9.8146217,-13.020374,9.1736863,-14.323636,7.5954814
phase8c_v1,phase7c1_collection_manifest_000035_ai_005_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_005_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,43.844,16000,phase8c_acoustic_librosa,ok,,0.064412855,0.022559742,0.0207093,0.1230024,0.45362496,0.048624116,0.068273566,-6.0203714e-05,0.21177623,0.11294301,0,0,1,2451.4785,941.2156,1910.9051,304.43093,4613.324,1240.4722,0.051988806,0.036742802,22.57767,1.8695591,0.060944428,0.76642702,0.17262855,,0.02934012,3.1573981,0.1022931,4.6561637,0.66036345,0.5766655,0.83154297,-121.72565,28.648305,62.539675,28.439578,-18.611826,25.596404,-2.3069624,21.851955,-18.609466,14.991197,-12.111114,13.207477,-22.061405,9.1723614,-12.769112,11.489234,-20.443197,10.109446,-6.5362321,8.2774594,-12.024546,9.9891979,-6.8889723,8.589738,-12.523059,7.2658576
phase8c_v1,phase7c1_collection_manifest_000036_human_005_clean,data/phase7c1/raw/human_clean/human_005_clean.wav,phase7c1,train,human,clean,45.233,16000,phase8c_acoustic_librosa,ok,,0.095650844,0.059745442,0.00031834256,0.38781404,1.000365,0.067874828,0.11279602,-5.1177114e-05,0.10357537,0.10220407,6.9085965e-06,0,1,1195.8818,976.96512,1236.1627,550.57699,2091.2527,1787.44,0.0084197716,0.023001636,23.132806,1.9658732,0.35869515,0.63419455,0.0071102997,,0.019196436,8.7139455,0.3874957,3.1221083,1.0254099,0.26140658,0.082519531,-252.90045,41.224423,133.38474,40.309831,22.471183,26.244975,14.062649,23.373254,-15.037548,15.759162,-11.763789,16.354933,-13.518539,15.150271,-1.6007628,14.902556,-17.517946,12.074495,-6.3677304,10.273314,-5.8453095,9.4808436,-3.6912467,7.5408167,-3.2596752,7.8627056
phase8c_v1,phase7c1_collection_manifest_000037_human_005_fabricated,data/phase7c1/raw/human_fabricated/human_005_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,53.503,16000,phase8c_acoustic_librosa,ok,,0.092079237,0.059624448,0.00031835912,0.37919232,1.0003091,0.065756462,0.10970077,-3.7179597e-05,0.10592082,0.10523146,5.840794e-06,0,1,1313.7142,1027.9025,1349.0516,588.36846,2378.9997,1912.2459,0.010863357,0.025627876,22.875278,2.0425635,0.39800853,0.59217227,0.0098192026,,0.016644323,9.7287258,0.37887397,3.1653156,1.0269929,0.29737496,0.083007812,-252.66817,62.269145,122.85535,49.532489,23.387394,26.413448,14.594931,24.769328,-7.9829453,23.60363,-9.0441598,18.518547,-12.184706,15.398068,-1.4430544,14.985395,-16.002087,13.065562,-4.9373073,11.179564,-6.3356577,10.049483,-2.5074326,8.478826,-3.6912187,8.3855771
phase8c_v1,phase7c1_collection_manifest_000038_human_005_mixer_processed,data/phase7c1/raw/human_mixer/human_005_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,45.035,16000,phase8c_acoustic_librosa,ok,,0.11440318,0.056955218,0.00034604484,0.33049235,0.66993928,0.086293336,0.12782699,-5.6353536e-05,0.086523923,0.044543908,0,0,1,1211.0309,482.69882,1372.9341,346.08436,2341.0478,1161.3767,0.0072526622,0.012467807,24.730404,1.8950172,0.46888591,0.52545551,0.0056585795,,0.036423989,5.0233903,0.33014631,3.1877841,0.91757465,0.29263098,0.085449219,-188.83123,32.805156,122.24955,26.544457,-12.279422,17.378015,23.694566,17.426286,-15.057701,12.066119,-35.932876,17.580286,-17.752627,11.61586,-19.517718,11.969155,-10.727047,10.271364,-21.222857,9.2031967,-13.005929,8.5080604,-12.16399,7.2610278,-15.890768,6.955384
phase8c_v1,phase7c1_collection_manifest_000039_human_005_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_005_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,27.435,16000,phase8c_acoustic_librosa,ok,,0.068634003,0.030889601,0.022239957,0.19156305,0.55789393,0.052600443,0.075299017,-5.4348759e-05,0.15334535,0.07707947,0,0,1,1915.012,657.57341,1728.6235,358.99615,3627.1307,1281.6497,0.038402291,0.037159878,21.831429,1.4108344,0.060435912,0.89846878,0.041095306,,0.032260366,3.3700254,0.1693231,4.3249021,0.79585816,0.45339134,0.32080078,-124.02129,21.110783,86.371202,20.930884,-29.916295,18.128663,-0.97653028,15.268584,-10.924228,11.470224,-15.88441,9.132368,-24.188912,10.444692,-17.246901,8.5326256,-15.817715,7.8519405,-3.0555311,9.3514858,-14.44467,6.4187189,-7.2090432,5.2568372,-8.2388928,6.0551043
phase8c_v1,phase7c1_collection_manifest_000040_ai_006_direct,data/phase7c1/raw/ai_direct/ai_006_direct.wav,phase7c1,train,ai_synthetic,clean,51.54,16000,phase8c_acoustic_librosa,ok,,0.064478621,0.051901162,0.00011782869,0.2393726,0.82911074,0.04693029,0.082782036,4.9729502e-05,0.1500545,0.13619852,0,0,1,2034.584,1099.4293,1864.8717,348.10969,3872.648,1764.2121,0.037882606,0.053467854,23.09326,2.7681361,0.51833785,0.43983386,0.04182829,,0.00060328108,224.20605,0.23925477,3.9055784,1.0049572,0.484081,0.28222656,-271.46057,157.93447,68.552535,61.336043,13.399729,27.586159,18.266097,29.906489,28.518766,24.720875,-0.32947426,20.630295,-11.798815,17.279374,-2.2638249,15.37078,-3.4542858,13.58366,2.7805911,13.847069,-6.8718546,12.605616,8.0458174,12.219254,-7.589499,10.785753
phase8c_v1,phase7c1_collection_manifest_000041_ai_006_fabricated,data/phase7c1/raw/ai_fabricated/ai_006_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,61.087,16000,phase8c_acoustic_librosa,ok,,0.058014117,0.04813287,0.00011625156,0.23207569,0.80248761,0.042273538,0.075382335,3.7713642e-05,0.14487809,0.13249486,0,0,1,1976.2355,1084.0287,1846.9684,360.27216,3778.8191,1753.0091,0.034685894,0.051264364,23.295027,2.7496586,0.51526566,0.44371845,0.04101589,,0.0007094795,178.81473,0.23195943,3.846659,1.0085936,0.47235239,0.28027344,-275.43744,146.93544,74.557012,59.226916,10.902939,27.578222,18.075293,29.028895,24.513892,25.164343,-3.0971305,20.582169,-10.558774,16.822837,-5.8011342,16.969485,-3.0323828,13.171512,-0.90438773,15.922203,-7.3897101,12.042523,7.589591,11.66491,-8.1071164,10.579526
phase8c_v1,phase7c1_collection_manifest_000042_ai_006_mixer_processed,data/phase7c1/raw/ai_mixer/ai_006_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,52.587,16000,phase8c_acoustic_librosa,ok,,0.07231199,0.056295574,2.0026535e-05,0.25303453,0.68764663,0.052603575,0.091660435,-5.322811e-05,0.13462158,0.071027584,0,0.001216545,0.99878345,1625.3602,591.1834,1583.3997,347.50353,3015.4302,1136.5893,0.026821438,0.0393452,23.663005,2.6021073,0.38036707,0.60512988,0.014503052,,0.0097398991,15.879567,0.2530145,4.1033077,0.88106845,0.37692877,0.265625,-198.47661,61.063585,104.60545,36.809419,-21.845702,17.577289,23.371413,26.217129,8.256653,17.632993,-27.987831,20.624287,-9.6676691,13.519628,-16.469641,11.055582,-6.4298464,10.39357,-10.159413,12.082787,-19.148324,12.847033,-1.4188331,9.2110383,-16.581747,9.3372373
phase8c_v1,phase7c1_collection_manifest_000043_ai_006_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_006_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,54.022,16000,phase8c_acoustic_librosa,ok,,0.052020781,0.019931016,0.023279246,0.10740673,0.46595424,0.038720868,0.055726127,-4.5459263e-05,0.22403003,0.13553415,0,0,1,2480.45,1045.562,1896.8767,273.38004,4610.3695,1341.3962,0.072559515,0.058075516,21.500059,1.3073347,0.094386267,0.57646431,0.32914942,,0.027474843,2.9392108,0.084127486,5.0140326,0.56970109,0.57629619,0.86523438,-130.91144,30.79214,61.332974,44.292595,-15.225119,25.028506,-3.4329405,17.901983,-13.182802,10.893961,-12.055492,9.8828864,-20.312813,8.673204,-9.948813,8.831158,-19.601649,8.3176211,-5.9439211,7.0819742,-16.54822,7.1160869,-4.0853678,6.8429196,-15.176506,5.9148695
phase8c_v1,phase7c1_collection_manifest_000044_human_006_clean,data/phase7c1/raw/human_clean/human_006_clean.wav,phase7c1,train,human,clean,38.037,16000,phase8c_acoustic_librosa,ok,,0.056020547,0.031585474,1.8314851e-05,0.14555313,0.51162285,0.041098836,0.064320405,-3.0170639e-05,0.10947069,0.10261549,0,0.0016820858,0.99831791,1441.1148,943.07698,1483.8984,536.58701,2738.6853,1692.3207,0.012023171,0.025075315,25.025069,2.8437993,0.45874699,0.52784585,0.013407157,,0.0067773177,14.031193,0.14553481,3.4848838,0.92837803,0.34233567,0.13867188,-255.60752,56.713563,124.15787,40.237862,-19.058425,26.972652,23.684733,26.561059,8.1269067,17.45124,-23.541365,14.450513,-6.1596269,13.929676,-19.609083,12.339478,-3.4995869,10.02183,-13.47679,12.454772,-8.2497402,8.8382321,-8.1098071,8.2682251,-3.5725401,7.6986214
phase8c_v1,phase7c1_collection_manifest_000045_human_006_fabricated,data/phase7c1/raw/human_fabricated/human_006_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,44.352,16000,phase8c_acoustic_librosa,ok,,0.059238639,0.035429753,1.8373876e-05,0.19367041,0.57923198,0.043471364,0.06905018,-2.4823667e-05,0.11061665,0.10863939,0,0.0014419611,0.99855804,1524.9982,992.41289,1561.4363,546.45309,2950.472,1770.0151,0.013504109,0.026798446,24.754693,2.8052001,0.50423754,0.47361992,0.022142539,,0.0066104247,15.141781,0.19365203,3.463999,0.94789811,0.368809,0.20117188,-252.46225,72.316928,115.8208,45.359394,-11.526907,31.523544,23.321418,26.794267,12.477084,20.999761,-19.969287,18.116924,-6.3170818,14.688274,-16.148243,14.938776,-4.5149854,10.97595,-10.281576,14.290484,-8.4114508,8.9470703,-5.7187031,10.422643,-4.0255981,8.1735124
phase8c_v1,phase7c1_collection_manifest_000046_human_006_mixer_processed,data/phase7c1/raw/human_mixer/human_006_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,37.781,16000,phase8c_acoustic_librosa,ok,,0.1194443,0.06525258,4.4924596e-05,0.30245125,0.60806853,0.09265906,0.13612535,-5.5471092e-05,0.089479503,0.059077655,0,0.00084674005,0.99915326,1321.4745,590.28527,1483.6309,415.64947,2655.1519,1300.9301,0.0098784469,0.018094039,24.527886,2.2596676,0.61838379,0.37880495,0.002811265,,0.019973915,10.074523,0.30240634,3.1271029,0.94725428,0.33189399,0.076660156,-181.6625,36.844862,115.63757,27.477201,-17.175155,18.799507,28.572357,21.362871,4.1473808,11.746475,-30.781529,12.670868,-5.2922765,9.9323071,-25.915212,9.4659078,-12.801785,8.9528562,-14.306236,9.5984625,-15.809932,6.7349781,-12.488926,7.3484501,-9.9526316,6.5148437
phase8c_v1,phase7c1_collection_manifest_000047_human_006_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_006_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,32.172,16000,phase8c_acoustic_librosa,ok,,0.080848455,0.031730797,0.020073891,0.20677331,0.51864308,0.061886451,0.086891561,-4.9302848e-05,0.14576554,0.097844015,0,0,1,1917.2769,748.91657,1835.4961,339.60839,3770.4321,1438.7748,0.03368027,0.03720855,22.314696,1.4905865,0.04303705,0.91013619,0.046826758,,0.042727567,2.9764147,0.18669942,4.0080574,0.95947802,0.47130401,0.328125,-121.78981,18.984999,88.995192,24.604591,-20.004925,14.469214,-3.1201273,12.125319,-15.157465,10.252564,-22.252266,9.5698463,-25.670884,8.7007966,-14.64969,6.8185059,-18.398176,6.8881052,-7.3074021,6.1970643,-13.474126,5.95976,-4.757151,5.2001587,-13.916712,5.3811864
phase8c_v1,phase7c1_collection_manifest_000048_ai_007_direct,data/phase7c1/raw/ai_direct/ai_007_direct.wav,phase7c1,train,ai_synthetic,clean,48.196,16000,phase8c_acoustic_librosa,ok,,0.079045609,0.061690561,1.4844515e-05,0.43443987,0.83666235,0.055941669,0.10029849,3.0663581e-05,0.15998485,0.14002208,0,0.0092899801,0.99071002,1892.9209,1291.8695,1618.6916,470.59965,3441.357,2014.3429,0.040691817,0.061798251,23.257053,2.5183224,0.46717006,0.45763446,0.075195482,,0.0043380628,37.447364,0.43442503,3.9146182,1.1924981,0.43016963,0.61816406,-242.77248,96.307823,75.159138,70.730677,18.32112,32.714701,31.268498,32.653835,13.979506,22.823101,0.12694249,18.724878,-23.139795,18.004833,-10.461997,16.053562,-13.667259,13.105341,-7.8745431,13.436915,-3.0635875,13.564972,-5.9930375,10.063328,-5.8098348,11.552852
phase8c_v1,phase7c1_collection_manifest_000049_ai_007_fabricated,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,56.891,16000,phase8c_acoustic_librosa,ok,,0.072013006,0.056685425,2.090112e-05,0.42139733,0.81133342,0.050864648,0.09165069,1.8684096e-05,0.15068997,0.13165874,0,0.0078740157,0.99212598,1830.3293,1211.3966,1610.0603,452.85255,3354.6339,1917.3014,0.037022287,0.058486382,23.24751,2.4085481,0.46322296,0.46457238,0.072204656,,0.0072714104,21.037861,0.42137644,3.8880762,1.1409542,0.41932924,0.60595703,-239.79619,90.506517,81.127829,67.285051,11.544222,34.783237,29.099745,31.125782,12.931402,21.533389,-2.5522854,18.801605,-19.903047,18.666501,-12.592438,16.034963,-12.301263,12.871368,-8.7577979,13.263391,-4.6712498,13.305873,-5.7779468,9.7729375,-6.7443861,11.247607
phase8c_v1,phase7c1_collection_manifest_000050_ai_007_mixer_processed,data/phase7c1/raw/ai_mixer/ai_007_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,48.64,16000,phase8c_acoustic_librosa,ok,,0.083979651,0.059558708,2.1345521e-05,0.28582996,0.61775118,0.06206277,0.10298936,-2.3034414e-05,0.13185391,0.087338353,0,0.0006574622,0.99934254,1561.7566,765.42383,1514.7146,360.41241,2853.1856,1328.1889,0.024415456,0.040945617,23.708421,1.9873096,0.38203083,0.60389402,0.01407515,,0.011309046,14.620674,0.28580862,3.8124552,1.0623417,0.3566482,0.20458984,-199.07347,46.760893,102.52306,43.67655,-13.270855,21.492735,32.720976,25.152315,3.203939,16.57694,-22.979962,17.192061,-14.480064,14.187036,-21.856118,11.666031,-7.4715439,9.9883456,-21.149062,11.782462,-13.612058,10.089097,-8.1327077,8.4428681,-16.058638,9.3773673
phase8c_v1,phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,46.132,16000,phase8c_acoustic_librosa,ok,,0.05598864,0.020236436,0.019143453,0.11477114,0.48111427,0.04193429,0.059544432,-5.5905314e-05,0.27155752,0.13137043,0,0,1,2881.8625,906.55045,2104.5818,261.11475,5496.7981,987.46688,0.081377941,0.046727255,21.920187,1.5394056,0.056573106,0.55293129,0.3904956,,0.028519521,2.8918065,0.095627688,5.0954634,0.50253103,0.68709976,0.85693359,-123.04723,28.566684,48.142885,35.604908,-7.4730845,21.342767,-8.5189092,16.514668,-3.4206022,13.219488,-13.465332,13.65717,-23.959497,10.22607,-11.398408,11.786437,-21.73885,9.3914597,-2.8605959,8.5671863,-22.654911,7.5684979,1.8315338,9.2286556,-18.332935,7.2616384
phase8c_v1,phase7c1_collection_manifest_000052_human_007_clean,data/phase7c1/raw/human_clean/human_007_clean.wav,phase7c1,train,human,clean,31.593,16000,phase8c_acoustic_librosa,ok,,0.090735324,0.055498324,0.00072321179,0.29280424,0.73192155,0.064651284,0.10640034,0.00011519556,0.090832174,0.069968317,0,0,1,1167.759,746.60554,1180.5725,490.48567,2291.4743,1437.8278,0.0079479877,0.022808628,22.953465,2.1145335,0.37773986,0.61909055,0.0031695902,,0.015091049,10.798523,0.29208103,3.3395859,0.90728734,0.28643428,0.109375,-244.66344,65.930628,131.32866,50.163107,-0.8152085,35.5199,47.639821,33.22158,7.9248315,22.403413,-13.075347,22.886814,-15.760249,17.327308,6.5489502,16.515135,-8.6682747,14.662996,-1.2673287,9.546518,0.59947816,9.9487263,-2.7301752,10.436535,3.9043557,8.5707312
phase8c_v1,phase7c1_collection_manifest_000053_human_007_fabricated,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,39.057,16000,phase8c_acoustic_librosa,ok,,0.084625155,0.056256,0.00012373934,0.29355139,0.84546179,0.060230021,0.10163731,0.00010110796,0.10633574,0.094023969,0,0,1,1375.2729,951.06352,1314.9636,542.45609,2649.4421,1675.9299,0.015380475,0.035221752,22.555925,2.157318,0.40050372,0.59201114,0.0074851425,,0.011702199,13.64856,0.29342765,3.4695039,0.97711423,0.33118026,0.17285156,-251.19535,90.420675,116.1515,62.412272,1.5770244,34.730927,42.70465,33.981823,11.199099,23.416128,-10.168701,23.076534,-14.820725,17.646358,5.1566861,16.636464,-7.103007,14.803155,-0.77976599,9.993789,-0.49659031,10.370963,-1.0801302,11.007815,2.1518094,9.5331011
phase8c_v1,phase7c1_collection_manifest_000054_human_007_mixer_processed,data/phase7c1/raw/human_mixer/human_007_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,31.701,16000,phase8c_acoustic_librosa,ok,,0.10863788,0.053479135,0.00017113623,0.23985994,0.66209298,0.080991718,0.12110821,-3.4291958e-05,0.11195141,0.051686474,0,0,1,1366.4998,441.63143,1294.4142,306.82845,2539.7878,785.51487,0.0082347487,0.013260188,24.385248,2.1470663,0.32096269,0.67161659,0.0074207174,,0.025816532,6.7924149,0.2396888,3.6197139,0.87403766,0.31747347,0.27294922,-182.88061,39.355859,118.96475,33.073806,-31.377974,23.569516,46.667299,27.923529,-2.7491201,15.07545,-44.169253,23.175379,-12.080625,15.033321,-15.887171,14.257957,-11.307377,13.633364,-16.72383,8.4675406,-14.38737,8.4508543,-9.2003172,9.1642178,-8.9214269,7.3980877
phase8c_v1,phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_007_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,37.095,16000,phase8c_acoustic_librosa,ok,,0.072920829,0.038692385,0.022882514,0.19753049,0.50264823,0.055561658,0.082587221,-4.9399694e-05,0.13365184,0.047193464,0,0,1,1724.9839,422.2653,1609.2495,271.38119,3301.9801,987.41904,0.029296597,0.02730966,22.227182,1.4551615,0.038154564,0.94839019,0.013455247,,0.030329019,4.2692137,0.17464799,4.1117495,0.97903714,0.41274751,0.25732422,-135.80794,19.263991,93.438239,18.827626,-30.235412,15.825995,5.2727709,13.292489,-19.137464,9.2672708,-16.735539,12.137499,-29.162378,9.1938773,-3.3437656,7.5013877,-22.785242,9.0447769,-5.011115,6.0514076,-14.379792,6.0647749,-2.835975,5.8398335,-13.003722,5.2551318
